Date,Searches,Observed,LSTM-Prediction,error,Naive-Prediction,NaiveError
31/01/2016,0.82,1119.0,1029.707571969452,89.29242803054808,639.0,-480.0
07/02/2016,0.63,883.0,861.622568162117,21.377431837883023,714.0,-169.0
14/02/2016,0.62,587.0,85.20298649716378,501.7970135028362,0.0,-587.0
21/02/2016,0.57,543.0,315.09117423883436,227.90882576116564,1816.0,1273.0
28/02/2016,0.3,268.0,301.24037423114777,-33.24037423114777,1119.0,851.0
06/03/2016,0.24,240.00000000000003,143.06173557088852,96.93826442911151,883.0,643.0
13/03/2016,0.43,241.0,120.85912354940415,120.14087645059585,587.0,346.0
20/03/2016,0.15,70.0,121.49127004750252,-51.491270047502525,543.0,473.0
27/03/2016,0.32,108.0,67.36675319257736,40.63324680742264,268.0,160.0
03/04/2016,0.23,95.0,41.04063390675783,53.95936609324217,240.00000000000003,145.00000000000003
10/04/2016,0.48,59.0,31.72912749674082,27.27087250325918,241.0,182.0
17/04/2016,0.09,80.0,33.21268002677679,46.78731997322321,70.0,-10.0
24/04/2016,0.51,82.00000000000001,37.179689239251616,44.8203107607484,108.0,25.999999999999986
01/05/2016,0.18,15.000000000000002,53.3467716054368,-38.3467716054368,95.0,80.0
08/05/2016,0.06,202.0,36.77356423720598,165.226435762794,59.0,-143.0
15/05/2016,0.15,254.00000000000003,141.89981583818437,112.10018416181566,80.0,-174.00000000000003
22/05/2016,0.0,-71.0,143.58267817415236,-214.58267817415236,82.00000000000001,153.0
29/05/2016,0.08,71.0,-81.91607811902047,152.91607811902048,15.000000000000002,-56.0
05/06/2016,0.06,43.0,25.807791609625816,17.192208390374184,202.0,159.0
12/06/2016,0.25,44.0,15.272719126877785,28.727280873122215,254.00000000000003,210.00000000000003
19/06/2016,0.05,33.0,0.16129765716504305,32.83870234283496,-71.0,-104.0
26/06/2016,0.57,17.0,13.958353024739028,3.0416469752609725,71.0,54.0
03/07/2016,0.02,33.0,9.602084928206205,23.397915071793797,43.0,10.0
10/07/2016,0.15,46.0,8.984659920022487,37.01534007997751,44.0,-2.0
17/07/2016,0.0,44.0,7.942808652597666,36.05719134740234,33.0,-11.0
24/07/2016,0.2,23.0,-16.15947192639947,39.15947192639947,17.0,-6.0
31/07/2016,0.07,26.0,6.8037250876939295,19.19627491230607,33.0,7.0
07/08/2016,0.37,21.000000000000004,11.28256021393776,9.717439786062243,46.0,24.999999999999996
14/08/2016,0.39,10.0,-9.663756318523287,19.663756318523287,44.0,34.0
21/08/2016,0.0,24.0,11.100177939608097,12.899822060391903,23.0,-1.0
28/08/2016,0.4,22.0,-5.880190785417259,27.88019078541726,26.0,4.0
04/09/2016,0.19,115.0,-3.8339069195756315,118.83390691957563,21.000000000000004,-94.0
11/09/2016,0.46,74.0,99.86019251865388,-25.860192518653875,10.0,-64.0
18/09/2016,0.35,6.0,56.92806129744053,-50.92806129744053,24.0,18.0
25/09/2016,0.0,6.0,20.472571100206377,-14.472571100206377,22.0,16.0
02/10/2016,0.43,-3.0,41.03959633989811,-44.03959633989811,115.0,118.0
09/10/2016,0.0,9.0,-9.405938731507659,18.40593873150766,74.0,65.0
16/10/2016,0.0,3.0,9.261489061172604,-6.261489061172604,6.0,3.0
23/10/2016,0.32,30.000000000000004,-1.2247145477305352,31.22471454773054,6.0,-24.000000000000004
30/10/2016,0.0,10.0,2.4903146034254133,7.509685396574587,-3.0,-13.0
06/11/2016,0.0,6.0,4.015574856596887,1.9844251434031133,9.0,3.0
13/11/2016,0.0,11.0,-7.567754899246097,18.567754899246097,3.0,-8.0
20/11/2016,0.0,-3.0,-7.4787592988085745,4.4787592988085745,30.000000000000004,33.0
27/11/2016,1.0,5.0,-0.46330910761196165,5.463309107611962,10.0,5.0
04/12/2016,0.0,6.0,0.730151415214166,5.269848584785834,6.0,0.0
11/12/2016,0.52,32.00000000000001,8.20940434615314,23.790595653846868,11.0,-21.000000000000007
18/12/2016,1.0,1.0000000000000002,13.230705123409033,-12.230705123409033,-3.0,-4.0
25/12/2016,0.0,4.000000000000001,3.2813643852828442,0.7186356147171566,5.0,0.9999999999999991
01/01/2017,0.27,0.0,4.974224413291514,-4.974224413291514,6.0,6.0
08/01/2017,0.01,1.0000000000000002,2.2325129758688806,-1.2325129758688804,32.00000000000001,31.000000000000007
15/01/2017,0.09,1.0000000000000002,3.01143114459157,-2.01143114459157,1.0000000000000002,0.0
22/01/2017,0.0,6.0,-0.08753041098233312,6.087530410982333,4.000000000000001,-1.9999999999999991
29/01/2017,0.0,8.000000000000002,1.4358947569161653,6.564105243083836,0.0,-8.000000000000002
05/02/2017,0.0,11.0,0.2560834099682048,10.743916590031795,1.0000000000000002,-10.0
12/02/2017,0.0,12.0,1.8757578534726798,10.12424214652732,1.0000000000000002,-11.0
19/02/2017,0.0,16.000000000000004,-3.2960588047225774,19.29605880472258,6.0,-10.000000000000004
26/02/2017,0.38,17.0,-6.317779356024861,23.31777935602486,8.000000000000002,-8.999999999999998
05/03/2017,0.75,20.0,-7.009397667343617,27.009397667343617,11.0,-9.0
12/03/2017,0.0,20.0,47.28039938635111,-27.280399386351107,12.0,-8.0
19/03/2017,0.56,24.0,-0.858653040496558,24.85865304049656,16.000000000000004,-7.9999999999999964
26/03/2017,1.0,24.0,12.406623301591873,11.593376698408127,17.0,-7.0
02/04/2017,0.0,24.0,3.41382728972584,20.58617271027416,20.0,-4.0
09/04/2017,0.0,27.0,4.857250062892139,22.14274993710786,20.0,-7.0
16/04/2017,0.38,27.0,-4.436913869585991,31.436913869585993,24.0,-3.0
