,Searches,Cases,predictions,error
4,0.29,388.99999999999994,-72.67533641920566,461.6753364192056
5,0.23,356.99999999999994,47.9716801867795,309.02831981322043
6,0.28,242.0,44.94047295189619,197.0595270481038
7,0.44,175.0,229.99488185734748,-54.99488185734748
8,0.0,104.0,209.84174564742088,-105.84174564742088
9,0.04,84.0,218.12550469054221,-134.12550469054221
10,0.0,26.999999999999996,183.61706470268248,-156.61706470268248
11,0.07,33.0,169.04475408947945,-136.04475408947945
12,0.13,30.999999999999996,88.05837380830765,-57.05837380830765
13,0.29,24.0,35.1850415398407,-11.185041539840697
14,0.37,15.999999999999998,62.926654881665705,-46.926654881665705
15,0.1,12.0,59.42109776959658,-47.42109776959658
16,0.13,9.0,50.67388810318708,-41.67388810318708
17,0.0,15.0,43.65256347104073,-28.65256347104073
18,0.0,12.0,26.090851231631042,-14.090851231631042
19,0.0,17.0,30.779258636368514,-13.779258636368514
20,0.0,10.999999999999998,28.906657579649686,-17.90665757964969
21,0.0,7.0,38.37009781674624,-31.370097816746238
22,0.25,3.0,31.956502375657557,-28.956502375657557
23,0.13,-0.9999999999999999,19.721983899235724,-20.721983899235724
24,0.0,4.999999999999999,5.529279340327382,-0.529279340327383
25,0.0,3.9999999999999996,0.2489437043913547,3.751056295608645
26,0.0,3.9999999999999996,1.32706491801247,2.6729350819875295
27,0.0,7.0,0.5931674500509724,6.406832549949027
28,0.52,1.9999999999999998,1.881732468142137,0.11826753185786276
29,0.84,0.9999999999999999,3.9425192671969533,-2.9425192671969533
30,0.14,3.9999999999999996,-1.1296138927609474,5.129613892760947
31,0.0,0.9999999999999999,5.51625597510308,-4.51625597510308
32,0.0,1.9999999999999998,1.2565387155525387,0.7434612844474611
33,0.0,0.9999999999999999,-2.870854152769893,3.870854152769893
34,0.0,0.9999999999999999,0.682837021147944,0.3171629788520559
35,0.42,6.0,0.6949057718161493,5.305094228183851
36,0.0,7.0,1.8024815637495368,5.197518436250463
37,0.0,1.9999999999999998,6.080816641245485,-4.080816641245485
38,1.0,0.0,-0.5584306637647376,0.5584306637647376
39,0.0,0.9999999999999999,6.976966930969059,-5.976966930969059
40,0.0,0.0,3.4849943999136985,-3.4849943999136985
41,0.0,0.9999999999999999,2.935752148041129,-1.935752148041129
42,0.0,0.9999999999999999,-0.07453659941394813,1.074536599413948
43,0.0,0.9999999999999999,0.6031963481861725,0.3968036518138274
44,0.0,0.9999999999999999,0.5043641587052867,0.49563584129471316
45,0.0,7.0,0.7105718571021781,6.289428142897822
46,0.0,0.9999999999999999,2.5377487625308337,-1.5377487625308337
47,0.0,135.0,2.2925443366622926,132.7074556633377
48,0.41,0.0,-38.18153338749647,38.18153338749647
49,0.0,7.0,43.22969769108057,-36.22969769108057
50,0.0,4.999999999999999,14.463489266695976,-9.463489266695976
51,0.0,0.0,30.986434132670166,-30.986434132670166
52,0.0,0.0,-3.4062642059494554,3.4062642059494554
53,0.0,0.0,-1.567772611921057,1.567772611921057
54,0.0,0.0,-1.1188631585206836,1.1188631585206836
55,0.0,0.0,0.04256926370113622,-0.04256926370113622
56,0.0,0.9999999999999999,0.04256926370113622,0.9574307362988637
57,0.0,0.9999999999999999,0.18340811588676648,0.8165918841132334
58,0.0,0.0,0.4999514944759384,-0.4999514944759384
59,0.0,0.9999999999999999,0.276699955326207,0.7233000446737929
60,0.0,0.0,0.2904972213296406,-0.2904972213296406
61,0.0,0.0,0.4515131966051832,-0.4515131966051832
62,0.0,0.0,0.06169405942004174,-0.06169405942004174
63,0.0,0.0,0.055972398529681375,-0.055972398529681375
64,0.0,0.9999999999999999,0.04256926370113622,0.9574307362988637
65,0.0,0.0,0.18340811588676648,-0.18340811588676648
66,0.0,0.0,0.31644106433976443,-0.31644106433976443
67,0.0,0.9999999999999999,0.06169405942004174,0.9383059405799582
68,0.0,0.0,0.14520468209119514,-0.14520468209119514
69,0.0,0.0,0.31644106433976443,-0.31644106433976443
70,0.0,0.9999999999999999,0.06169405942004174,0.9383059405799582
71,0.0,0.0,0.14520468209119514,-0.14520468209119514
72,0.0,0.0,0.31644106433976443,-0.31644106433976443
73,0.0,7.0,0.06169405942004174,6.9383059405799585
74,0.0,0.0,1.1855023748182505,-1.1855023748182505
75,0.0,0.9999999999999999,1.3453195888367295,-0.34531958883672964
76,0.0,0.0,-1.869525706282854,1.869525706282854
77,0.0,-9.0,-0.8901172199868038,-8.109882780013196
78,0.0,0.0,-0.505448823493123,0.505448823493123
79,0.0,0.0,-3.10191889585197,3.10191889585197
80,0.0,0.0,-2.1048854187714308,2.1048854187714308
81,0.0,0.0,-1.209698978316784,1.209698978316784
82,0.0,0.0,0.04256926370113622,-0.04256926370113622
83,0.0,0.9999999999999999,0.04256926370113622,0.9574307362988637
84,0.0,0.0,0.18340811588676648,-0.18340811588676648
85,0.0,0.0,0.31644106433976443,-0.31644106433976443
86,0.0,0.9999999999999999,0.06169405942004174,0.9383059405799582
87,0.0,1.9999999999999998,0.14520468209119514,1.8547953179088046
88,0.0,3.0,0.7110074171094597,2.28899258289054
89,0.0,1.9999999999999998,1.418614676641971,0.5813853233580288
90,0.0,0.9999999999999999,1.7818010293959081,-0.7818010293959082
91,0.0,0.0,0.7986528665290773,-0.7986528665290773
92,0.0,0.0,0.18070271123121492,-0.18070271123121492
93,0.0,0.0,0.0940921228378173,-0.0940921228378173
94,1.0,-0.9999999999999999,0.055972398529681375,-1.0559723985296812
95,0.0,0.0,-0.8049317706901953,0.8049317706901953
96,0.0,0.0,0.06746118534917943,-0.06746118534917943
