Date,Searches,Cases
04/01/2016,16,175
11/01/2016,23,175
18/01/2016,36,175
25/01/2016,53,177
01/02/2016,66,949
08/02/2016,43,949
15/02/2016,68,951
22/02/2016,67,1607
29/02/2016,76,1607
07/03/2016,82,1607
14/03/2016,74,1018
21/03/2016,75,1019
28/03/2016,51,640
04/04/2016,57,640
11/04/2016,51,642
18/04/2016,45,337
25/04/2016,37,337
02/05/2016,33,337
09/05/2016,26,339
16/05/2016,46,-3
23/05/2016,22,-3
30/05/2016,27,-3
06/06/2016,19,-3
13/06/2016,21,-3
20/06/2016,28,2
27/06/2016,19,54
04/07/2016,26,54
11/07/2016,27,54
18/07/2016,21,54
25/07/2016,20,54
01/08/2016,34,57
08/08/2016,20,-93
15/08/2016,16,-186
22/08/2016,16,3
29/08/2016,16,3
05/09/2016,15,5
12/09/2016,40,5
19/09/2016,17,5
26/09/2016,19,2
03/10/2016,15,8
10/10/2016,15,8
17/10/2016,48,10
24/10/2016,38,10
31/10/2016,26,12
07/11/2016,26,13
14/11/2016,58,9
21/11/2016,27,12
28/11/2016,15,9
05/12/2016,25,11
12/12/2016,30,11
19/12/2016,34,11
26/12/2016,35,2
02/01/2017,19,11
09/01/2017,46,11
16/01/2017,21,11
23/01/2017,19,12
30/01/2017,32,25
06/02/2017,47,25
13/02/2017,41,27
20/02/2017,25,54
27/02/2017,38,54
06/03/2017,18,54
13/03/2017,12,37
20/03/2017,18,37
27/03/2017,7,65
03/04/2017,19,65
10/04/2017,15,67
17/04/2017,15,25
24/04/2017,20,25
01/05/2017,12,25
08/05/2017,8,27
15/05/2017,14,33
22/05/2017,14,33
29/05/2017,24,33
05/06/2017,10,33
12/06/2017,5,33
19/06/2017,8,33
26/06/2017,16,-14
03/07/2017,13,-14
10/07/2017,16,-14
17/07/2017,30,-14
24/07/2017,4,-14
31/07/2017,7,-9
07/08/2017,13,1
14/08/2017,21,3
21/08/2017,9,-7
28/08/2017,13,-6
04/09/2017,8,-21
11/09/2017,22,-21
18/09/2017,8,-21
25/09/2017,49,1
02/10/2017,15,3
09/10/2017,17,4
16/10/2017,31,2
23/10/2017,17,2
30/10/2017,13,3
06/11/2017,33,3
13/11/2017,13,0
20/11/2017,20,10
27/11/2017,21,3
04/12/2017,17,3
11/12/2017,9,3
18/12/2017,16,9
25/12/2017,21,8
