Date,Searches,Cases
04/01/2016,20,1421
11/01/2016,28,1421
18/01/2016,22,1421
25/01/2016,40,1424
01/02/2016,45,3955
08/02/2016,37,3955
15/02/2016,63,3955
22/02/2016,71,5152
29/02/2016,79,5152
07/03/2016,84,5153
14/03/2016,71,2997
21/03/2016,88,2997
28/03/2016,65,1881
04/04/2016,74,1881
11/04/2016,54,1881
18/04/2016,61,731
25/04/2016,42,731
02/05/2016,35,731
09/05/2016,35,733
16/05/2016,74,206
23/05/2016,38,206
30/05/2016,46,206
06/06/2016,29,206
13/06/2016,27,206
20/06/2016,22,211
27/06/2016,32,145
04/07/2016,43,145
11/07/2016,44,145
18/07/2016,50,145
25/07/2016,42,145
01/08/2016,54,147
08/08/2016,29,3
15/08/2016,43,7
22/08/2016,21,67
29/08/2016,26,67
05/09/2016,45,65
12/09/2016,79,65
19/09/2016,40,65
26/09/2016,30,1
03/10/2016,28,69
10/10/2016,31,69
17/10/2016,76,136
24/10/2016,81,137
31/10/2016,32,96
07/11/2016,25,97
14/11/2016,45,91
21/11/2016,25,99
28/11/2016,43,124
05/12/2016,15,94
12/12/2016,26,82
19/12/2016,32,68
26/12/2016,35,29
02/01/2017,24,14
09/01/2017,21,14
16/01/2017,13,14
23/01/2017,21,16
30/01/2017,31,89
06/02/2017,55,89
13/02/2017,53,89
20/02/2017,34,66
27/02/2017,30,66
06/03/2017,15,66
13/03/2017,5,77
20/03/2017,18,78
27/03/2017,15,108
03/04/2017,18,108
10/04/2017,15,109
17/04/2017,14,27
24/04/2017,23,27
01/05/2017,19,27
08/05/2017,11,27
15/05/2017,21,41
22/05/2017,12,41
29/05/2017,28,41
05/06/2017,19,41
12/06/2017,4,41
19/06/2017,20,46
26/06/2017,26,34
03/07/2017,8,34
10/07/2017,31,34
17/07/2017,50,34
24/07/2017,16,34
31/07/2017,13,34
07/08/2017,67,86
14/08/2017,11,172
21/08/2017,13,22
28/08/2017,28,22
04/09/2017,11,50
11/09/2017,17,50
18/09/2017,8,50
25/09/2017,20,2
02/10/2017,27,2
09/10/2017,22,2
16/10/2017,23,20
23/10/2017,22,21
30/10/2017,42,9
06/11/2017,45,9
13/11/2017,33,1
20/11/2017,25,24
27/11/2017,26,19
04/12/2017,30,30
11/12/2017,9,1
18/12/2017,30,3
25/12/2017,28,56
