Date,Searches,Cases
04/01/2016,10,24
11/01/2016,19,24
18/01/2016,27,24
25/01/2016,41,24
01/02/2016,51,46
08/02/2016,46,46
15/02/2016,48,48
22/02/2016,55,83
29/02/2016,57,83
07/03/2016,59,83
14/03/2016,55,120
21/03/2016,57,121
28/03/2016,39,158
04/04/2016,41,158
11/04/2016,45,160
18/04/2016,34,264
25/04/2016,46,264
02/05/2016,39,264
09/05/2016,49,264
16/05/2016,92,206
23/05/2016,52,206
30/05/2016,72,206
06/06/2016,35,206
13/06/2016,58,206
20/06/2016,63,206
27/06/2016,52,45
04/07/2016,69,45
11/07/2016,52,45
18/07/2016,57,45
25/07/2016,48,45
01/08/2016,50,49
08/08/2016,39,81
15/08/2016,47,163
22/08/2016,27,21
29/08/2016,21,21
05/09/2016,43,21
12/09/2016,58,21
19/09/2016,39,21
26/09/2016,31,1
03/10/2016,15,20
10/10/2016,20,21
17/10/2016,59,30
24/10/2016,47,30
31/10/2016,37,17
07/11/2016,21,17
14/11/2016,26,20
21/11/2016,38,15
28/11/2016,26,30
05/12/2016,29,10
12/12/2016,13,7
19/12/2016,26,3
26/12/2016,39,2
02/01/2017,14,0
09/01/2017,43,0
16/01/2017,20,0
23/01/2017,22,2
30/01/2017,57,29
06/02/2017,75,29
13/02/2017,70,31
20/02/2017,56,24
27/02/2017,54,24
06/03/2017,35,24
13/03/2017,26,63
20/03/2017,66,64
27/03/2017,44,25
03/04/2017,100,25
10/04/2017,100,27
17/04/2017,100,147
24/04/2017,100,147
01/05/2017,100,147
08/05/2017,62,147
15/05/2017,65,91
22/05/2017,53,91
29/05/2017,100,91
05/06/2017,63,91
12/06/2017,18,91
19/06/2017,42,94
26/06/2017,71,3
03/07/2017,47,3
10/07/2017,53,3
17/07/2017,78,3
24/07/2017,13,3
31/07/2017,10,4
07/08/2017,38,4
14/08/2017,34,10
21/08/2017,18,-27
28/08/2017,42,-26
04/09/2017,6,-2
11/09/2017,19,-2
18/09/2017,33,-2
25/09/2017,99,0
02/10/2017,23,-1
09/10/2017,33,0
16/10/2017,29,-11
23/10/2017,51,-11
30/10/2017,26,4
06/11/2017,21,5
13/11/2017,17,-1
20/11/2017,23,92
27/11/2017,19,-10
04/12/2017,12,1
11/12/2017,35,0
18/12/2017,27,-44
25/12/2017,41,1
