,File,NaiveRMSE,LSTMRMSE,NaiveRelativeRMSE,LSTMRelativeRMSE,LSTM-Naive-Ratio,Average-Ratio
0,Alagoas_2016-2017.csv,77.92244359935617,96.05770563741702,1.087863705978346,1.3410474160664148,1.2327347706304566,1.0016128697206719
1,Bahia_2016-2017.csv,877.3896676311953,494.79468324374017,1.784733417779347,1.0064816565583776,0.5639394917649335,1.0016128697206719
2,Ceara_2016-2017.csv,60.78150831114114,65.7267951098204,1.0182739734336252,1.1011224742059722,1.081361699241886,1.0016128697206719
3,Goias_2016-2017.csv,166.718758182446,175.86022776491131,1.1511759356276525,1.2142968460418848,1.0548316799028785,1.0016128697206719
4,Maranhao_2016-2017.csv,65.88696975506731,77.24519963411026,1.2754013303215983,1.4952672848750141,1.1723896230357354,1.0016128697206719
5,MatoGrosso_2016-2017.csv,316.7894842313861,280.9514674749741,1.8503390118892304,1.6410123649709452,0.8868711919419788,1.0016128697206719
6,MinasGerais_2016-2017.csv,295.0487291572692,278.7507811868213,2.058825029009072,1.9450993291937033,0.9447618431809595,1.0016128697206719
7,Para_2016-2017.csv,70.56107977760433,68.8377701942129,1.375487286661499,1.3418938321621081,0.9755770519835723,1.0016128697206719
8,RioDeJaneiro_2016-2017.csv,688.8961662217692,522.4846141622562,1.1201000389471927,0.8495257563736439,0.7584373956206023,1.0016128697206719
9,SaoPaulo_2016-2017.csv,684.3580632701617,920.6148570207432,1.1475372033122264,1.5436945293011355,1.3452239499037149,1.0016128697206719
