Date,Searches,Observed,Predicted,error,NaivePredictions,NaiveError
01/02/2016,0.34,109.99999999999999,20.15234142580211,89.84765857419788,24.0,-85.99999999999999
08/02/2016,0.27,109.99999999999999,101.57016980779647,8.42983019220351,24.0,-85.99999999999999
15/02/2016,0.51,112.0,155.10964291784288,-43.109642917842876,24.0,-88.0
22/02/2016,0.42,347.99999999999994,125.83632024565458,222.16367975434537,25.0,-322.99999999999994
29/02/2016,0.64,347.99999999999994,437.4898888278198,-89.48988882781987,109.99999999999999,-237.99999999999994
07/03/2016,0.89,350.0,718.0112969580459,-368.01129695804593,109.99999999999999,-240.0
14/03/2016,0.62,359.99999999999994,370.97254850042344,-10.9725485004235,112.0,-247.99999999999994
21/03/2016,0.97,359.99999999999994,361.1225884181881,-1.1225884181881725,347.99999999999994,-12.0
28/03/2016,1.0,377.0,404.6301067463398,-27.630106746339777,347.99999999999994,-29.000000000000057
04/04/2016,1.0,377.0,416.16148150734904,-39.16148150734904,350.0,-27.0
11/04/2016,1.0,379.0,439.62125183888435,-60.62125183888435,359.99999999999994,-19.000000000000057
18/04/2016,0.66,329.0,455.32321237252233,-126.32321237252233,359.99999999999994,30.999999999999943
25/04/2016,0.88,329.0,390.8050128323269,-61.805012832326895,377.0,48.0
02/05/2016,0.69,329.0,378.59948823744776,-49.59948823744776,377.0,48.0
09/05/2016,1.0,329.0,316.88519182434084,12.114808175659164,379.0,50.0
16/05/2016,0.87,232.99999999999997,352.00675625676155,-119.00675625676158,329.0,96.00000000000003
23/05/2016,1.0,232.99999999999997,249.38988351683616,-16.389883516836193,329.0,96.00000000000003
30/05/2016,1.0,232.99999999999997,225.93238288746358,7.0676171125363965,329.0,96.00000000000003
06/06/2016,1.0,232.99999999999997,136.49998465041162,96.50001534958835,329.0,96.00000000000003
13/06/2016,0.79,232.99999999999997,229.19161080444812,3.808389195551854,232.99999999999997,0.0
20/06/2016,1.0,238.0,230.04189596501828,7.958104034981716,232.99999999999997,-5.000000000000028
27/06/2016,0.89,48.0,229.81988367970945,-181.81988367970945,232.99999999999997,184.99999999999997
04/07/2016,0.75,48.0,36.691300911339525,11.308699088660475,232.99999999999997,184.99999999999997
11/07/2016,0.92,48.0,78.0369882938981,-30.036988293898105,232.99999999999997,184.99999999999997
18/07/2016,0.93,48.0,29.545538032816648,18.454461967183352,238.0,190.0
25/07/2016,0.58,48.0,35.04366616156221,12.956333838437793,48.0,0.0
01/08/2016,0.7,48.0,20.716662223192454,27.283337776807546,48.0,0.0
08/08/2016,1.0,113.99999999999999,31.925300628979205,82.07469937102078,48.0,-65.99999999999999
15/08/2016,0.68,230.0,119.26542785285473,110.73457214714527,48.0,-182.0
22/08/2016,0.31,19.0,374.7517152816391,-355.7517152816391,48.0,29.0
29/08/2016,0.27,19.0,42.90983009196282,-23.909830091962817,48.0,29.0
05/09/2016,0.28,9.0,120.70767065408229,-111.70767065408229,113.99999999999999,104.99999999999999
12/09/2016,0.45,9.0,-5.430749867046923,14.430749867046924,230.0,221.0
19/09/2016,0.55,9.0,17.81820225768745,-8.81820225768745,19.0,10.0
26/09/2016,1.0,0.0,7.335300112363994,-7.335300112363994,19.0,19.0
03/10/2016,0.24,10.0,-2.7440216232204437,12.744021623220444,9.0,-1.0
10/10/2016,0.37,11.0,-8.37944862348616,19.379448623486162,9.0,-2.0
