,Predicted,Observed,error
0,36.09778166276354,1.0,35.09778166276354
1,15.468038431738725,6.0,9.468038431738725
2,44.57371541695396,6.0,38.57371541695396
3,29.688023774864504,13.0,16.688023774864504
4,27.55143781238165,2.0,25.55143781238165
5,106.78487837528542,4.0,102.78487837528542
6,-12.910247595634655,4.0,-16.910247595634655
7,114.63512155094145,4.999999999999999,109.63512155094145
8,19.005093941576735,2.0,17.005093941576735
9,13.094466961548243,-1.0,14.094466961548243
10,14.731922018404115,4.0,10.731922018404115
11,12.596060788411474,1.0,11.596060788411474
12,10.460199558418804,2.0,8.460199558418804
13,4.550711442209057,0.0,4.550711442209057
14,4.052615868325879,6.999999999999999,-2.94738413167412
15,31.66466791101139,6.0,25.66466791101139
16,39.44477778618668,1.0,38.44477778618668
17,-10.212652959157317,3.0,-13.212652959157317
18,-58.575194162915636,1.0,-59.575194162915636
19,-6.128594583632144,2.0,-8.128594583632143
20,-4.490828902289492,6.999999999999999,-11.49082890228949
21,-6.626690009965861,-6.0,-0.626690009965861
22,-8.762551117642223,2.0,-10.762551117642223
23,29.24154718690507,0.0,29.24154718690507
24,-15.17013439596141,3.0,-18.170134395961412
25,-17.30599547233532,-6.0,-11.305995472335319
26,-77.7979441111017,4.0,-81.7979441111017
27,-23.713578701439676,1.0,-24.713578701439676
28,-25.84943975734209,4.0,-29.84943975734209
29,-27.98530081335943,0.0,-27.98530081335943
30,-64.89362583576656,1.0,-65.89362583576656
31,46.84954736441387,3.0,43.84954736441387
32,86.73463015039586,3.0,83.73463015039586
33,-34.39288387169205,0.0,-34.39288387169205
34,18.717379722921585,-1.0,19.717379722921585
35,-8.448730851493666,-4.999999999999999,-3.448730851493667
36,-42.438232666263204,6.0,-48.438232666263204
37,37.80800803478328,1.0,36.80800803478328
38,-45.07218894925347,4.0,-49.07218894925347
39,-19.128035929102708,1.0,-20.128035929102708
40,-53.11753774386439,1.0,-54.11753774386439
41,90.17695777350107,2.0,88.17695777350107
42,-53.615633011325585,-2.0,-51.615633011325585
43,36.32538032316814,0.0,36.32538032316814
44,-27.671479991229994,2.0,-29.671479991229994
45,-62.159077073397725,6.0,-68.15907707339773
46,-13.298515372024632,-1.0,-12.298515372024632
47,-126.71760590625513,-1.0,-125.71760590625513
48,-66.43079910469443,2.0,-68.43079910469443
49,-38.35078506895728,2.0,-40.35078506895728
50,-70.70252113578798,-1.0,-69.70252113578798
51,-72.83838215127729,2.0,-74.83838215127729
