Date,Searches,Observed,LSTM-Prediction,LSTMError,Naive-Prediction,NaiveError
06/02/2016,0.89,10.0,0.4176993522335216,-9.582300647766479,11.0,1.0
13/02/2016,0.7,9.0,0.7984004785713553,-8.201599521428644,11.0,2.0
20/02/2016,0.38,3.0,0.4505419778281078,-2.5494580221718923,10.0,7.0
27/02/2016,0.58,15.0,0.5140652613652498,-14.48593473863475,9.0,-6.0
05/03/2016,0.67,3.0,0.4176993522335216,-2.5823006477664783,3.0,0.0
12/03/2016,0.81,7.0,0.5302260047959536,-6.469773995204046,15.0,8.0
19/03/2016,1.0,6.0,0.4176993522335216,-5.582300647766479,3.0,-3.0
26/03/2016,0.65,14.0,0.6439037402726709,-13.356096259727329,7.0,-7.0
02/04/2016,0.45,10.0,0.4176993522335216,-9.582300647766479,6.0,-4.0
09/04/2016,0.67,11.0,0.6312360939400271,-10.368763906059973,14.0,3.0
16/04/2016,1.0,1.0,0.7866308295018971,-0.2133691704981029,10.0,9.0
23/04/2016,0.99,5.0,0.5668372642861679,-4.433162735713832,11.0,6.0
30/04/2016,0.73,3.0,0.4176993522335216,-2.5823006477664783,1.0,-2.0
07/05/2016,1.0,0.0,0.4388688395311311,0.4388688395311311,5.0,5.0
14/05/2016,1.0,1.0,0.4176993522335216,-0.5823006477664784,3.0,2.0
21/05/2016,1.0,0.0,0.4176993522335216,0.4176993522335216,0.0,0.0
28/05/2016,1.0,10.0,0.4176993522335216,-9.582300647766479,1.0,-9.0
04/06/2016,1.0,7.0,0.4176993522335216,-6.582300647766479,0.0,-7.0
11/06/2016,1.0,0.0,0.4537657583596557,0.4537657583596557,10.0,10.0
18/06/2016,1.0,58.99999999999999,0.4176993522335216,-58.58230064776647,7.0,-51.99999999999999
25/06/2016,1.0,43.0,0.4176993522335216,-42.58230064776648,0.0,-43.0
02/07/2016,0.59,45.0,25.720064495491982,-19.279935504508018,58.99999999999999,13.999999999999993
09/07/2016,0.44,55.00000000000001,60.28475017258644,5.284750172586435,43.0,-12.000000000000007
16/07/2016,1.0,45.0,45.676102120895386,0.6761021208953863,45.0,0.0
23/07/2016,0.75,46.0,82.59728501224994,36.59728501224994,55.00000000000001,9.000000000000007
30/07/2016,0.64,21.0,101.26959135227203,80.26959135227203,45.0,24.0
06/08/2016,0.34,20.0,89.1041629762268,69.1041629762268,46.0,26.0
13/08/2016,0.14,16.0,50.004182431426045,34.004182431426045,21.0,5.0
20/08/2016,0.21,15.0,49.42674594201565,34.42674594201565,20.0,5.0
27/08/2016,0.11,28.999999999999996,1.8171610007445513,-27.182838999255445,16.0,-12.999999999999996
03/09/2016,0.19,3.0,2.6064218216899038,-0.3935781783100962,15.0,12.0
10/09/2016,0.14,2.0,3.679741351132691,1.6797413511326909,28.999999999999996,26.999999999999996
17/09/2016,0.16,12.0,2.9270517955356836,-9.072948204464316,3.0,-9.0
24/09/2016,0.13,1.0,1.0230318770866096,0.023031877086609587,2.0,1.0
01/10/2016,0.11,47.0,2.5184358758708836,-44.481564124129115,12.0,-35.0
08/10/2016,0.16,105.0,0.6576841276266053,-104.34231587237339,1.0,-104.0
15/10/2016,0.08,3.0,4.622217154014707,1.6222171540147068,47.0,44.0
22/10/2016,0.06,4.0,15.321318584494591,11.321318584494591,105.0,101.0
29/10/2016,0.04,1.0,1.9307346445421874,0.9307346445421874,3.0,2.0
05/11/2016,0.17,46.0,1.1815345413766056,-44.81846545862339,4.0,-42.0
12/11/2016,0.24,0.0,0.4176993522335216,0.4176993522335216,1.0,1.0
19/11/2016,0.18,0.0,7.054360930736065,7.054360930736065,46.0,46.0
26/11/2016,0.09,0.0,2.2957481051784754,2.2957481051784754,0.0,0.0
03/12/2016,0.13,0.0,0.8472648643089831,0.8472648643089831,0.0,0.0
10/12/2016,0.0,1.0,3.4999331319907308,2.4999331319907308,0.0,-1.0
17/12/2016,0.11,0.0,0.61195313468799,0.61195313468799,0.0,0.0
24/12/2016,0.0,0.0,0.6524985445345938,0.6524985445345938,1.0,1.0
31/12/2016,0.22,0.0,0.6851486345397682,0.6851486345397682,0.0,0.0
07/01/2017,0.08,0.0,0.6608875952161104,0.6608875952161104,0.0,0.0
14/01/2017,0.0,0.0,0.6984389357202501,0.6984389357202501,0.0,0.0
21/01/2017,0.0,0.0,0.6460043317385763,0.6460043317385763,0.0,0.0
28/01/2017,0.26,0.0,0.6980041026929766,0.6980041026929766,0.0,0.0
04/02/2017,0.0,0.0,0.6405321806579828,0.6405321806579828,0.0,0.0
11/02/2017,0.26,0.0,0.6982635057662427,0.6982635057662427,0.0,0.0
18/02/2017,0.0,0.0,0.6700123826022446,0.6700123826022446,0.0,0.0
25/02/2017,0.35,0.0,0.716218299901113,0.716218299901113,0.0,0.0
04/03/2017,1.0,0.0,0.5824100014998391,0.5824100014998391,0.0,0.0
11/03/2017,0.14,0.0,0.7189740566412359,0.7189740566412359,0.0,0.0
18/03/2017,0.19,0.0,0.6080625259489939,0.6080625259489939,0.0,0.0
25/03/2017,0.32,0.0,0.5323098793908954,0.5323098793908954,0.0,0.0
01/04/2017,0.0,0.0,0.5154036801445484,0.5154036801445484,0.0,0.0
08/04/2017,0.24,0.0,0.4176993522335216,0.4176993522335216,0.0,0.0
15/04/2017,0.0,0.0,0.6081461103038117,0.6081461103038117,0.0,0.0
22/04/2017,0.0,0.0,0.6447736007094383,0.6447736007094383,0.0,0.0
29/04/2017,0.11,0.0,0.5613155457393453,0.5613155457393453,0.0,0.0
06/05/2017,0.64,0.0,0.7117315208918229,0.7117315208918229,0.0,0.0
