Date,Searches,Observed,LSTM-Prediction,LSTMError,Naive-Prediction,NaiveError
22/02/2016,0.71,5228.133415,2008.326633192358,-3219.8067818076424,2527.3012570000005,-2700.8321579999997
29/02/2016,0.79,5611.787993,2630.8514579110147,-2980.9365350889852,3264.335428,-2347.452565
07/03/2016,0.84,4617.078592,3278.08907575119,-1338.9895162488097,3985.9130659999996,-631.1655260000002
14/03/2016,0.71,3392.6418619999995,3861.182334763851,468.54047276385154,4614.751507,1222.1096450000005
21/03/2016,0.88,2601.358138,4368.1208499785425,1766.7627119785425,5228.133415,2626.775277
28/03/2016,0.65,2243.2274199999997,4711.055285822811,2467.8278658228114,5611.787993,3368.560573
04/04/2016,0.74,1883.7311339999999,4063.6084074310875,2179.877273431088,4617.078592,2733.347458
11/04/2016,0.54,1516.0414460000002,2875.6558653237726,1359.6144193237724,3392.6418619999995,1876.6004159999993
18/04/2016,0.61,1146.98619,1932.7082110177612,785.7220210177611,2601.358138,1454.371948
25/04/2016,0.42,777.9309341,1532.8493443825341,754.9184102825342,2243.2274199999997,1465.2964858999999
02/05/2016,0.35,546.9723720999999,1288.3210730961896,741.3487009961897,1883.7311339999999,1336.7587619
09/05/2016,0.35,454.11050399999993,1022.511369557538,568.400865557538,1516.0414460000002,1061.9309420000002
16/05/2016,0.74,361.24863579999993,716.0152686838532,354.7666328838532,1146.98619,785.7375542000002
23/05/2016,0.38,268.38676769999995,427.09065193801166,158.7038842380117,777.9309341,509.5441664
30/05/2016,0.46,175.52489960000003,233.2174275110686,57.69252791106857,546.9723720999999,371.4474724999999
06/06/2016,0.29,134.4892767,152.42142552821218,17.932148828212178,454.11050399999993,319.62122729999993
13/06/2016,0.27,145.2798989,110.90690334003568,-34.37299555996432,361.24863579999993,215.96873689999993
20/06/2016,0.22,156.07052119999997,73.70026752276301,-82.37025367723696,268.38676769999995,112.31624649999998
27/06/2016,0.32,166.8611435,29.809311904063225,-137.05183159593676,175.52489960000003,8.663756100000029
04/07/2016,0.43,177.6517657,19.61419590976432,-158.0375697902357,134.4892767,-43.162488999999994
11/07/2016,0.44,188.442388,24.295047142188103,-164.14734085781188,145.2798989,-43.16248909999999
18/07/2016,0.5,166.89676640000002,39.99072489917695,-126.90604150082306,156.07052119999997,-10.826245200000045
25/07/2016,0.42,113.01490090000001,48.00706402303308,-65.00783687696693,166.8611435,53.84624259999998
01/08/2016,0.54,59.13303543,53.880956487368046,-5.252078942631954,177.6517657,118.51873026999999
08/08/2016,0.29,5.25116994,60.66132304063439,55.410153100634396,188.442388,183.19121805999998
15/08/2016,0.43,4.74883006,51.60349652968466,46.85466646968466,166.89676640000002,162.14793634000003
22/08/2016,0.21,57.62601579,27.813939834328146,-29.81207595567185,113.01490090000001,55.38888511000002
29/08/2016,0.26,76.37398421,13.199781520120203,-63.1742026898798,59.13303543,-17.240948780000004
05/09/2016,0.45,60.992735339999996,12.302049866927936,-48.69068547307206,5.25116994,-55.7415654
12/09/2016,0.79,45.611486469999996,21.764341217417716,-23.84714525258228,4.74883006,-40.86265640999999
19/09/2016,0.4,41.30937556,23.709984181649983,-17.599391378350017,57.62601579,16.316640229999997
26/09/2016,0.3,48.08640263,22.336631784588842,-25.74977084541116,76.37398421,28.28758158
03/10/2016,0.28,54.86342968999999,17.57445886536047,-37.28897082463952,60.992735339999996,6.129305650000006
10/10/2016,0.31,83.13657031,18.972131627986954,-64.16443868201304,45.611486469999996,-37.52508384
17/10/2016,0.76,132.90582450000002,20.271718080076873,-112.63410641992314,41.30937556,-91.59644894000002
24/10/2016,0.81,140.09417549999995,19.147116389565767,-120.94705911043418,48.08640263,-92.00777286999994
31/10/2016,0.32,104.7016233,18.635906261028573,-86.06571703897143,54.86342968999999,-49.838193610000005
07/11/2016,0.25,88.29837673,17.27243269059509,-71.02594403940492,83.13657031,-5.161806420000005
14/11/2016,0.45,91.0,31.73319195385456,-59.26680804614544,132.90582450000002,41.90582450000002
21/11/2016,0.25,99.0,41.753850225004854,-57.246149774995146,140.09417549999995,41.09417549999995
