Date,Searches,Observed,NN-Prediction,NNError,Naive-Prediction,NaiveError
01/02/2016,45,3264.335428,2850.0060824738885,-414.3293455261114,2527.3012570000005,-737.0341709999993
08/02/2016,37,3985.9130659999996,3559.559151188259,-426.35391481174065,3264.335428,-721.5776379999998
15/02/2016,63,4614.751507,4252.37518051609,-362.3763264839099,3985.9130659999996,-628.8384410000003
22/02/2016,71,5228.133415,4841.726061700287,-386.4073532997136,4614.751507,-613.3819080000003
29/02/2016,79,5611.787993,5398.696872421456,-213.09112057854418,5228.133415,-383.6545779999997
07/03/2016,84,4617.078592,5721.288255934258,1104.209663934258,5611.787993,994.7094010000001
14/03/2016,71,3392.6418619999995,4522.856296611939,1130.2144346119394,4617.078592,1224.4367300000004
21/03/2016,88,2601.358138,2845.5249799497606,244.1668419497605,3392.6418619999995,791.2837239999994
28/03/2016,65,2243.2274199999997,1851.6585263461686,-391.5688936538311,2601.358138,358.13071800000034
04/04/2016,74,1883.7311339999999,1660.6277882310962,-223.10334576890364,2243.2274199999997,359.4962859999998
11/04/2016,54,1516.0414460000002,1517.7629756403733,1.7215296403730918,1883.7311339999999,367.6896879999997
18/04/2016,61,1146.98619,1228.8563948126985,81.87020481269838,1516.0414460000002,369.0552560000001
25/04/2016,42,777.9309341,870.596623456564,92.66568935656403,1146.98619,369.05525590000013
02/05/2016,35,546.9723720999999,513.6111830081344,-33.361189091865526,777.9309341,230.95856200000003
09/05/2016,35,454.11050399999993,307.6678867943287,-146.44261720567124,546.9723720999999,92.86186809999998
16/05/2016,74,361.24863579999993,278.5286842473817,-82.71995155261823,454.11050399999993,92.8618682
23/05/2016,38,268.38676769999995,253.97784854923725,-14.4089191507627,361.24863579999993,92.86186809999998
30/05/2016,46,175.52489960000003,185.8273574319911,10.302457831991063,268.38676769999995,92.86186809999992
06/06/2016,29,134.4892767,96.6648661685592,-37.824410531440805,175.52489960000003,41.03562290000002
13/06/2016,27,145.2798989,63.576584099387524,-81.70331480061247,134.4892767,-10.790622200000001
20/06/2016,22,156.07052119999997,95.59726236953617,-60.473258830463806,145.2798989,-10.790622299999967
27/06/2016,32,166.8611435,131.30217020335496,-35.558973296645036,156.07052119999997,-10.790622300000024
04/07/2016,43,177.6517657,149.5783721641475,-28.07339353585249,166.8611435,-10.790622200000001
11/07/2016,44,188.442388,159.91369409988403,-28.528693900115968,177.6517657,-10.790622299999995
18/07/2016,50,166.89676640000002,170.25319575904965,3.3564293590496277,188.442388,21.545621599999976
25/07/2016,42,113.01490090000001,145.67921152699054,32.66431062699053,166.89676640000002,53.8818655
01/08/2016,54,59.13303543,80.04891986342251,20.915884433422512,113.01490090000001,53.881865470000015
08/08/2016,29,5.25116994,21.712885803824662,16.46171586382466,59.13303543,53.88186549
15/08/2016,43,4.74883006,1.1420964225239587,-3.606733637476042,5.25116994,0.5023398799999992
22/08/2016,21,57.62601579,1.1420964225239587,-56.48391936747604,4.74883006,-52.877185729999994
29/08/2016,26,76.37398421,35.21617515121684,-41.157809058783165,57.62601579,-18.747968420000007
05/09/2016,45,60.992735339999996,79.06205698000551,18.069321640005512,76.37398421,15.381248870000007
12/09/2016,79,45.611486469999996,55.84477713281542,10.233290662815428,60.992735339999996,15.38124887
19/09/2016,40,41.30937556,24.94198510038182,-16.36739045961818,45.611486469999996,4.302110909999996
26/09/2016,30,48.08640263,17.577249539564626,-30.509153090435376,41.30937556,-6.777027070000003
03/10/2016,28,54.86342968999999,29.255130423083752,-25.608299266916237,48.08640263,-6.777027059999988
10/10/2016,31,83.13657031,40.827396692242324,-42.30917361775767,54.86342968999999,-28.273140620000007
17/10/2016,76,132.90582450000002,71.55488042323648,-61.35094407676354,83.13657031,-49.76925419000003
24/10/2016,81,140.09417549999995,127.58889293375313,-12.50528256624682,132.90582450000002,-7.188350999999926
31/10/2016,32,104.7016233,138.71551791404306,34.01389461404307,140.09417549999995,35.392552199999955
07/11/2016,25,88.29837673,89.41542397991181,1.1170472499118063,104.7016233,16.403246569999993
14/11/2016,45,91.0,56.356916723920406,-34.643083276079594,88.29837673,-2.701623269999999
21/11/2016,25,99.0,60.918526940574644,-38.081473059425356,91.0,-8.0
28/11/2016,43,124.0,78.13203650602341,-45.86796349397659,99.0,-25.0
05/12/2016,15,93.99999999999999,108.4254006255883,14.42540062558831,124.0,30.000000000000014
12/12/2016,26,81.99999999999999,79.34092776135385,-2.6590722386461323,93.99999999999999,12.0
19/12/2016,32,68.0,55.38512188065529,-12.61487811934471,81.99999999999999,13.999999999999986
26/12/2016,35,29.0,39.38843772824973,10.388437728249727,68.0,39.0
02/01/2017,24,-24.056827069999997,7.714919443423114,31.77174651342311,29.0,53.05682707
09/01/2017,21,1.6477243080000001,1.1420964225239587,-0.5056278854760414,-24.056827069999997,-25.704551377999998
16/01/2017,13,27.35227569,1.1420964225239587,-26.21017926747604,1.6477243080000001,-25.704551382
23/01/2017,21,53.05682706999999,15.767789418644458,-37.28903765135553,27.35227569,-25.70455137999999
30/01/2017,31,78.76137846,54.42009965270579,-24.341278807294216,53.05682706999999,-25.704551390000013
06/02/2017,55,99.31061989,76.84649259848476,-22.46412729151524,78.76137846,-20.549241429999995
13/02/2017,53,88.92800164999998,94.38774918599307,5.459747535993088,99.31061989,10.382618240000014
20/02/2017,34,73.39007346,78.4903403245306,5.10026686453061,88.92800164999998,15.537928189999988
27/02/2017,30,60.56809684,52.436208103396,-8.131888736604004,73.39007346,12.821976619999994
06/03/2017,15,64.04182970000001,34.47520713487342,-29.566622565126586,60.56809684,-3.4737328600000055
13/03/2017,5,70.23151413,40.10721296800524,-30.12430116199475,64.04182970000001,-6.189684429999986
20/03/2017,18,84.76848587,51.99373361811012,-32.774752251889886,70.23151413,-14.536971740000013
27/03/2017,15,107.6527449,69.99433449367226,-37.65841040632775,84.76848587,-22.884259029999996
03/04/2017,18,123.1357804,95.51536905753612,-27.620411342463882,107.6527449,-15.4830355
10/04/2017,15,94.21147471,112.95174842718602,18.740273717186014,123.1357804,28.924305689999997
17/04/2017,14,57.88594548999999,78.89348699636996,21.007541506369968,94.21147471,36.325529220000014
24/04/2017,23,21.560416280000002,28.537457276705055,6.977040996705053,57.88594548999999,36.325529209999985
01/05/2017,19,8.837235392,4.379783673111163,-4.457451718888837,21.560416280000002,12.723180888000002
08/05/2017,11,19.716402839999997,1.1420964225239587,-18.574306417476038,8.837235392,-10.879167447999997
15/05/2017,21,30.59557028,1.2391372305780557,-29.356433049421945,19.716402839999997,-10.879167440000003
22/05/2017,12,41.47473772,20.033981447792648,-21.440756272207352,30.59557028,-10.87916744
29/05/2017,28,52.35390516,33.66891607769549,-18.684989082304504,41.47473772,-10.879167439999996
05/06/2017,19,52.59296891,43.14567526188195,-9.447293648118055,52.35390516,-0.2390637500000068
12/06/2017,4,42.19192895,41.48240599819571,-0.7095229518042885,52.59296891,10.401039960000006
19/06/2017,20,31.79088898,26.776815090726167,-5.014073889273831,42.19192895,10.40103997
