,Arimax,LSTM,Naive,Observed
0,27.14938174477557,35.140571797007325,22,0.0
1,7.090526734375803,15.950538927877846,0,0.0
2,4.7007769328626265,26.4183757487452,0,0.0
3,-0.014768305382077213,13.247818260328176,0,1.0
4,1.2854535849037785,10.421761129325034,1,-1.0
5,0.2233066142700172,13.83573332191199,-1,-1.0
6,-0.6204604481828305,20.09720542455017,-1,1.0
7,0.0660050863089598,24.59204988683581,1,131.0
8,121.45041834775759,66.57344867741227,131,131.0
9,97.40931118099657,60.743563886562576,131,132.0
10,131.96139462515146,55.05632203252912,132,56.0
11,61.134282361197776,64.43075525122285,56,57.0
12,75.70661388919592,56.98382532475114,57,195.0
13,184.83975561965354,111.34626530540704,195,195.0
14,160.37107678829994,124.57382167169571,195,195.0
15,195.17625180632237,114.48184883985996,195,0.0
16,14.088428388552732,13.397430660881698,0,0.0
17,48.672994348187714,4.475168339528068,0,0.0
18,-0.08978549623101523,18.311033389910158,0,0.0
19,-0.07120898682103483,6.5825233458551775,0,61.0
20,56.952785857429205,35.268159695623524,61,61.0
21,45.70525018500295,34.06068982644558,61,61.0
22,60.9453638855944,34.042964094724056,61,61.0
23,60.686494366751184,57.069038385580775,61,61.0
24,61.145147194276994,60.6045981359756,61,61.0
25,61.05783701766918,60.76753037133575,61,0.0
26,4.544191292074381,18.997329376696648,0,0.0
27,15.147652358823665,15.730919229469002,0,0.0
28,0.3865076544233522,19.045896386822463,0,0.0
29,-0.6152217290582557,12.337268722567556,0,0.0
30,0.021278318057958,4.307039836432412,0,0.0
31,0.4524875867508318,5.921282550062835,0,0.0
32,-0.13670280608851826,12.314001052657067,0,0.0
33,-0.26499726382713706,7.011022668259442,0,0.0
34,0.27393066990381865,4.172739702722653,0,0.0
35,-0.3358903466866574,10.720761711759566,0,250.0
36,232.5599077264586,102.70592402052402,250,250.0
37,187.21345571509758,122.41646932696104,250,250.0
38,250.83494902251843,111.65878627379419,250,1.0
39,18.228104205288826,12.00299978860587,1,0.0
40,62.30536483708032,5.189329101841227,0,0.0
41,0.6344476872221556,21.032548564853673,0,0.0
42,-0.4346756056480564,14.439131928492188,0,0.0
43,-0.11775556166645225,8.260016589927673,0,0.0
44,0.7698937437924342,7.350255554498732,0,1.0
45,0.2130128603409843,17.432101176292598,1,0.0
46,0.4844903306639143,7.206400591191651,0,0.0
47,-0.2125188106360868,15.104211846221686,0,0.0
48,-0.01562515345417521,10.274298736709056,0,0.0
49,-0.03001119822101745,10.238709005084633,0,0.0
50,-0.05358164524807957,11.112735812411305,0,0.0
51,0.127821326234218,9.73366890183985,0,0.0
