,Observed Cases,Predicted Cases,error
0,11.0,1.7849580517249621,-9.215041948275038
1,11.0,8.758270870782633,-2.241729129217367
2,11.0,15.63207930979132,4.632079309791321
3,11.999999999999998,5.822287721701165,-6.177712278298833
4,24.999999999999996,15.360715985920718,-9.639284014079278
5,24.999999999999996,25.64773756664067,0.647737566640675
6,27.0,25.037246006755787,-1.9627539932442133
7,54.0,24.599393721688735,-29.400606278311265
8,54.0,53.49465245457958,-0.5053475454204204
9,54.0,58.84632803722844,4.846328037228439
10,36.99999999999999,51.528210277618975,14.528210277618982
11,36.99999999999999,39.76364148112441,2.7636414811244165
12,65.0,36.575997201073015,-28.424002798926985
13,65.0,63.085150538023264,-1.9148494619767362
14,67.0,69.19692355808822,2.1969235580882156
15,24.999999999999996,65.31203549183051,40.312035491830514
16,24.999999999999996,26.796412635229366,1.7964126352293697
17,24.999999999999996,21.60122418843323,-3.398775811566768
18,27.0,24.08119073048094,-2.918809269519059
19,33.0,27.777145414835555,-5.222854585164445
20,33.0,33.72948330453308,0.7294833045330833
21,33.0,32.777529133185396,-0.2224708668146036
22,33.0,33.37072508406053,0.3707250840605312
23,33.0,31.29025513579586,-1.70974486420414
24,33.0,34.50383772732243,1.503837727322427
25,-14.0,33.70682368137334,47.70682368137334
26,-14.0,-12.93174386798664,1.0682561320133601
27,-14.0,-19.109832604944774,-5.109832604944774
28,-14.0,-13.549094185049528,0.4509058149504721
29,-14.0,-13.89802248723631,0.10197751276369083
30,-8.999999999999998,-16.306531270843763,-7.306531270843765
31,0.9999999999999999,-6.145892559302282,-7.145892559302282
32,2.9999999999999996,1.0515604761134574,-1.9484395238865422
33,-7.0,3.402698328591498,10.402698328591498
34,-5.999999999999999,-7.819836442568892,-1.819836442568893
35,-21.0,-5.468772507261992,15.531227492738008
36,-21.0,-21.153504286063335,-0.15350428606333466
37,-21.0,-21.396328519448982,-0.39632851944898206
38,0.9999999999999999,-22.89224534689322,-23.89224534689322
39,2.9999999999999996,2.977860416148607,-0.022139583851392697
40,3.9999999999999996,0.22535721720342541,-3.7746427827965743
41,1.9999999999999998,7.5448134276770595,5.5448134276770595
42,1.9999999999999998,2.223992733330471,0.2239927333304712
43,2.9999999999999996,0.20119438118089408,-2.7988056188191055
44,2.9999999999999996,4.232015483156678,1.2320154831566783
45,0.0,3.8410561032857076,3.8410561032857076
46,9.999999999999998,-2.142842023902181,-12.14284202390218
47,2.9999999999999996,11.499368642909829,8.499368642909829
48,2.9999999999999996,3.4305263984859873,0.4305263984859877
49,2.9999999999999996,2.189021108282646,-0.8109788917173537
50,8.999999999999998,3.2193681101757354,-5.780631889824263
51,7.999999999999999,9.745019663945383,1.745019663945384
