Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
21/02/2016,0.86,8,416.99999999999994,256.24737615081784,-71.3556911392784,-184.6538201279831,640.2740862686157,846,159,615,873,-160.7526238491821,-488.35569113927835,-601.6538201279831,223.2740862686158
28/02/2016,1.0,9,42.0,257.18750047180174,-171.37656521585464,-106.59868220424651,457.34034445899965,417,846,159,615,215.18750047180174,-213.37656521585464,-148.59868220424653,415.34034445899965
06/03/2016,0.91,10,589.0,315.6230496374512,-572.0565166824341,-957.390375656128,-318.2951247039413,42,417,846,159,-273.3769503625488,-1161.056516682434,-1546.390375656128,-907.2951247039414
13/03/2016,1.0,11,345.0,207.33668311286925,-16.160100815002917,-84.64573845734596,859.9181248923493,589,42,417,846,-137.66331688713075,-361.1601008150029,-429.64573845734594,514.9181248923493
20/03/2016,0.21,12,90.0,175.18351807159425,-167.00774034450532,-80.32318113293648,413.5968701568222,345,589,42,417,85.18351807159425,-257.00774034450535,-170.3231811329365,323.5968701568222
27/03/2016,0.19,13,281.99999999999994,242.43603661193848,-412.2043848732758,-710.5552018786622,-282.8329906597519,90,345,589,42,-39.56396338806147,-694.2043848732758,-992.555201878662,-564.8329906597519
03/04/2016,0.68,14,236.0,192.82586421848296,-19.72726153232813,-75.55691198971748,743.7332635939789,282,90,345,589,-43.17413578151704,-255.72726153232813,-311.5569119897175,507.7332635939789
10/04/2016,0.54,15,163.0,144.1520825094223,-130.37191480695725,-65.77268227703094,348.60833214557647,236,282,90,345,-18.847917490577686,-293.37191480695725,-228.77268227703092,185.60833214557647
17/04/2016,0.28,16,193.0,163.5914360048294,-221.806552877903,-349.2496580966568,-200.22697950508118,163,236,282,90,-29.408563995170596,-414.80655287790296,-542.2496580966567,-393.2269795050812
24/04/2016,0.64,17,137.0,162.09757845878602,-64.78740512794495,-118.06204782112121,382.0900808772659,193,163,236,282,25.097578458786018,-201.78740512794496,-255.0620478211212,245.0900808772659
01/05/2016,0.14,18,124.0,154.06136890232085,-94.14922690226555,-95.07226110612869,271.9809475977707,137,193,163,236,30.06136890232085,-218.14922690226555,-219.07226110612868,147.9809475977707
08/05/2016,0.29,19,89.0,148.56996843997956,-115.26852212270737,-163.7473354779434,19.860848161959648,124,137,193,163,59.56996843997956,-204.26852212270737,-252.7473354779434,-69.13915183804035
15/05/2016,0.19,20,122.0,136.96142076725005,-59.62746564048767,-69.2598316994667,178.2574291335678,89,124,137,193,14.961420767250047,-181.62746564048769,-191.2598316994667,56.2574291335678
22/05/2016,0.06,21,79.0,124.07876289333343,-78.57524155879975,-86.7593461013031,127.34300883926392,122,89,124,137,45.07876289333343,-157.57524155879975,-165.7593461013031,48.343008839263916
29/05/2016,0.11,22,89.0,114.99837068389893,-49.12693170453549,-49.572956900691985,81.33472132644653,79,122,89,124,25.998370683898926,-138.12693170453548,-138.572956900692,-7.665278673553473
05/06/2016,0.11,23,55.99999999999999,118.16868477981568,-62.01326613606453,-78.03240706068992,94.28140838179588,89,79,122,89,62.168684779815685,-118.01326613606452,-134.0324070606899,38.28140838179589
12/06/2016,0.06,24,23.0,106.68672484690666,-22.51942405047655,-8.86488297859311,103.14381262188911,56,89,79,122,83.68672484690666,-45.51942405047655,-31.86488297859311,80.14381262188911
19/06/2016,0.05,25,48.0,110.03664297917366,-41.05143502421379,-37.09010703979492,65.24711249055862,23,56,89,79,62.03664297917366,-89.05143502421379,-85.09010703979493,17.24711249055862
26/06/2016,0.46,26,43.0,84.62148324986458,-3.1368209078866243,7.245857951971293,62.39167960560798,48,23,56,89,41.62148324986458,-46.13682090788662,-35.754142048028704,19.391679605607983
03/07/2016,0.0,27,26.0,58.30403248831749,0.8574593258417398,18.723104672324656,61.37686240732193,43,48,23,56,32.30403248831749,-25.142540674158262,-7.276895327675344,35.37686240732193
10/07/2016,0.08,28,26.0,39.21901856466293,20.864049788501262,21.361033080441953,38.7026754268837,26,43,48,23,13.219018564662932,-5.135950211498738,-4.638966919558047,12.702675426883701
17/07/2016,0.24,29,32.0,63.91503019463539,71.54006966414451,61.674223730049135,64.91226035294532,26,26,43,48,31.915030194635392,39.54006966414451,29.674223730049135,32.912260352945324
24/07/2016,0.0,30,18.0,41.57464778470993,33.136528365850445,38.08422807267189,38.46823863951206,32,26,26,43,23.57464778470993,15.136528365850445,20.08422807267189,20.46823863951206
31/07/2016,0.13,31,22.0,37.48600010653496,43.90846947809696,65.99739885044097,23.78789854211807,18,32,26,26,15.48600010653496,21.90846947809696,43.99739885044097,1.7878985421180715
07/08/2016,0.92,32,17.0,36.50373807044983,72.07401998742104,70.28636016072274,31.509928623270987,22,18,32,26,19.503738070449828,55.07401998742104,53.28636016072274,14.509928623270987
14/08/2016,0.94,33,3.0,42.328217864542005,74.15176188853263,42.665588192300795,17.61798013904095,17,22,18,32,39.328217864542005,71.15176188853263,39.665588192300795,14.617980139040949
21/08/2016,0.0,34,9.0,71.15026725996971,72.17554669891358,39.770676801042555,26.45120527052164,3,17,22,18,62.15026725996971,63.17554669891358,30.770676801042555,17.45120527052164
28/08/2016,0.0,35,13.999999999999998,58.64414932212829,59.82280332886696,41.25487456968784,29.606865178585053,9,3,17,22,44.64414932212829,45.82280332886696,27.254874569687843,15.606865178585055
04/09/2016,0.19,36,52.0,56.374346737413404,51.19505411929131,37.65464497937202,24.627881156189442,14,9,3,17,4.374346737413404,-0.8049458807086936,-14.345355020627977,-27.372118843810558
11/09/2016,0.47,37,26.999999999999996,-5.778443081248999,35.35096434323311,31.557717157058715,0.8195759880667179,52,14,9,3,-32.778443081248994,8.350964343233112,4.557717157058718,-26.18042401193328
18/09/2016,0.0,38,3.0,97.20962703471184,54.48080205147743,35.88076804673672,12.711725645030738,27,52,14,9,94.20962703471184,51.48080205147743,32.88076804673672,9.711725645030738
25/09/2016,0.45,39,9.999999999999998,87.3159399903679,75.7400347770977,112.46807308018684,-3.7715580144512653,3,27,52,14,77.3159399903679,65.7400347770977,102.46807308018684,-13.771558014451264
02/10/2016,0.0,40,12.0,40.3432158701086,63.48982539460182,71.3700213199997,69.11690594198227,10,3,27,52,28.3432158701086,51.48982539460182,59.370021319999694,57.11690594198227
09/10/2016,0.51,41,6.0,102.48232100412369,62.95085212138176,50.25992588755608,12.540639806545974,12,10,3,27,96.48232100412369,56.95085212138176,44.25992588755608,6.540639806545974
16/10/2016,0.0,42,4.999999999999999,18.77313103775501,47.81810405520916,18.588223692958355,11.770714921115637,6,12,10,3,13.773131037755011,42.81810405520916,13.588223692958355,6.770714921115638
23/10/2016,0.0,43,37.0,33.277123958053586,59.98768770442009,39.226277667455676,-16.510174572649003,5,6,12,10,-3.7228760419464137,22.98768770442009,2.226277667455676,-53.51017457264901
30/10/2016,0.0,44,9.0,5.656027143102884,68.90578759535789,63.79253871078491,52.81545575652599,37,5,6,12,-3.343972856897116,59.90578759535789,54.79253871078491,43.81545575652599
06/11/2016,0.95,45,11.0,1.3644335896469653,28.526951086244583,65.20946051150322,43.207197171206474,9,37,5,6,-9.635566410353034,17.526951086244583,54.209460511503224,32.207197171206474
13/11/2016,0.0,46,13.999999999999998,-0.9166286626051366,6.780755786669254,74.41809239349365,63.13533808902741,11,9,37,5,-14.916628662605135,-7.219244213330744,60.41809239349365,49.13533808902741
20/11/2016,0.0,47,3.0,10.353873702481986,5.754311265084744,33.549444397974014,47.963366693148615,14,11,9,37,7.353873702481986,2.754311265084744,30.549444397974014,44.963366693148615
27/11/2016,0.0,48,3.0,-1.1624745301292836,7.1744966402316095,12.907238767323493,2.012078414274454,3,14,11,9,-4.162474530129284,4.1744966402316095,9.907238767323493,-0.9879215857255459
04/12/2016,0.2,49,2.0,-3.9532236091339588,-6.801182086034417,17.425195895469187,12.444575888875724,3,3,14,11,-5.953223609133959,-8.801182086034416,15.425195895469187,10.444575888875724
11/12/2016,0.0,50,30.0,1.3461985354067385,-2.5375789505177737,9.935306851671934,10.796531239017249,2,3,3,14,-28.65380146459326,-32.537578950517776,-20.064693148328068,-19.20346876098275
18/12/2016,0.96,51,6.999999999999999,-6.524639060938358,-7.06588458106637,2.5818558681476116,-2.510406419752836,30,2,3,3,-13.524639060938357,-14.065884581066369,-4.4181441318523875,-9.510406419752835
25/12/2016,0.0,52,4.999999999999999,12.018572822566032,5.664037925654053,2.1144990832686426,-0.7301215850562602,7,30,2,3,7.018572822566033,0.6640379256540543,-2.8855009167313566,-5.730121585056259
01/01/2017,0.0,1,1.0,2.5787786397898196,9.343169548100233,10.23593090943098,-3.685788458095789,5,7,30,2,1.5787786397898196,8.343169548100233,9.23593090943098,-4.685788458095789
08/01/2017,0.01,2,6.0,4.062410655049086,4.3829603120327,8.288992198443413,9.431772907766105,1,5,7,30,-1.937589344950914,-1.6170396879673001,2.288992198443413,3.4317729077661046
