,predictions_incidence,observed_incidence,predicted_cases,observed_cases,error
0,-0.3422181662055664,0.14060050475581207,-2.43397537441216,1.0,-3.43397537441216
1,0.057219547843707086,0.0,0.4069654511061901,0.0,0.4069654511061901
2,-0.19603195585810057,0.0,-1.3942478812473615,0.0,-1.3942478812473615
3,0.038536214284907964,0.0,0.27408304366926517,0.0,0.27408304366926517
4,-0.07457812208278213,0.0,-0.5304257065954755,0.0,-0.5304257065954755
5,-0.011821995795437447,0.0,-0.08408217179567953,0.0,-0.08408217179567953
6,-0.09324753733295864,0.0,-0.6632091221500684,0.0,-0.6632091221500684
7,-0.08608450208378055,0.0,-0.6122631083955766,0.0,-0.6122631083955766
8,-0.040260404005987974,0.0,-0.28634608443198856,0.0,-0.28634608443198856
9,0.001568595394262462,0.0,0.011156399452382622,0.0,0.011156399452382622
10,0.040990063565182165,0.0,0.29153567859782337,0.0,0.29153567859782337
11,-0.06438360026740113,0.0,-0.4579186993618504,0.0,-0.4579186993618504
12,0.05095563981801522,0.0,0.36241434485966056,0.0,0.36241434485966056
13,0.03283576615410934,0.0,0.23353946140617957,0.0,0.23353946140617957
14,-0.020902741805487016,0.0,-0.14866761568025558,0.0,-0.14866761568025558
15,-0.0243165152862108,0.0,-0.1729475674958814,0.0,-0.1729475674958814
16,-0.02160091775813414,0.0,-0.15363328741706536,0.0,-0.15363328741706536
17,0.029923001577056064,0.0,0.2128228602665747,0.0,0.2128228602665747
18,-0.01905505064847897,0.0,-0.1355261894797094,0.0,-0.1355261894797094
19,-0.008686151628513687,0.0,-0.06177895053505932,0.0,-0.06177895053505932
20,-0.014590201659520654,0.0,-0.10377062077309172,0.0,-0.10377062077309172
21,-0.006917077133366845,0.0,-0.049196673549501684,0.0,-0.049196673549501684
22,-0.009993048275641604,0.0,-0.07107405690325956,0.0,-0.07107405690325956
23,-0.006251279252561274,0.0,-0.04446128599195418,0.0,-0.04446128599195418
24,-0.006393633923774239,0.0,-0.045473762237755705,0.0,-0.045473762237755705
25,0.04246038444318837,0.0,0.30199311529451084,0.0,0.30199311529451084
26,-0.004084409697772962,0.0,-0.029049751313955523,0.0,-0.029049751313955523
27,-0.00461553474630909,0.0,-0.03282729855291146,0.0,-0.03282729855291146
28,-0.002814866687562599,0.0,-0.02002031708528585,0.0,-0.02002031708528585
29,-0.0035066668980629403,0.0,-0.024940642312437953,0.0,-0.024940642312437953
30,0.039173161554967195,0.0,0.27861323558547096,0.0,0.27861323558547096
31,-0.002484359229750089,0.0,-0.017669632367713045,0.0,-0.017669632367713045
32,-0.0017780074582994224,0.0,-0.012645811346035898,0.0,-0.012645811346035898
33,-0.001693358905427721,0.0,-0.012043761211018852,0.0,-0.012043761211018852
34,-0.0014659888421632015,0.0,-0.010426625741559446,0.0,-0.010426625741559446
35,0.02565355050176801,0.0,0.1824570299112497,0.0,0.1824570299112497
36,-0.0011637959833562953,0.0,-0.008277324362224147,0.0,-0.008277324362224147
37,0.017046313979225413,0.0,0.12123935123014387,0.0,0.12123935123014387
38,-0.0008789317516174432,0.0,-0.006251270243616322,0.0,-0.006251270243616322
39,0.016130508790178782,0.0,0.11472582419382805,0.0,0.11472582419382805
40,0.02394175598780097,0.0,0.17028214819983625,0.0,0.17028214819983625
41,-0.0004928550041662884,0.0,-0.003505357288882101,0.0,-0.003505357288882101
42,0.02077587631036325,0.0,0.14776530387601208,0.0,0.14776530387601208
43,-0.00038901187069104626,0.28120100951162413,-0.002766788578509463,2.0,-2.0027667885785094
44,-0.0003203696650943417,0.0,-0.0022785811875337416,0.0,-0.0022785811875337416
45,-0.00030108590052215764,0.0,-0.002141428304578768,0.0,-0.002141428304578768
46,-0.00023348391193197718,0.0,-0.001660619301029398,0.0,-0.001660619301029398
47,0.008711055350465817,0.0,0.061956074521885555,0.0,0.061956074521885555
48,-0.0001755192792622241,0.0,-0.0012483545458606795,0.0,-0.0012483545458606795
49,-0.00016610960789853447,0.14060050475581207,-0.0011814296697371417,1.0,-1.0011814296697372
50,-0.00013472135035190284,0.0,-0.0009581853961753563,0.0,-0.0009581853961753563
51,-0.00012032086851207689,0.0,-0.0008557641291618701,0.0,-0.0008557641291618701
