Date,predictions_incidence,observed_incidence,Predicted Cases,Observed Cases,error
31/12/2016,0.2948513651086029,0.03906628454631542,15.094927430789529,2.0,-13.094927430789529
07/01/2017,-0.2310920362521532,0.0,-11.830766039610433,0.0,11.830766039610433
14/01/2017,0.23354011249588616,0.03906628454631542,11.95609540083139,2.0,-9.95609540083139
21/01/2017,-0.09854368526504087,0.05859942681947314,-5.044947908891178,3.0,8.044947908891178
28/01/2017,1.6477044679981092,0.01953314227315771,84.35429614734191,1.0,-83.35429614734191
04/02/2017,0.3776714650030042,0.0,19.334905757687398,0.0,-19.334905757687398
11/02/2017,0.047905898897304094,0.0,2.452544410283439,0.0,-2.452544410283439
18/02/2017,0.42976823643309475,0.0,22.002002054921743,0.0,-22.002002054921743
25/02/2017,0.14156917243288045,0.0,7.247639445468212,0.0,-7.247639445468212
04/03/2017,0.20513982327322447,0.0,10.502141458065658,0.0,-10.502141458065658
11/03/2017,0.23459416096467384,0.0,12.010057454352916,0.0,-12.010057454352916
18/03/2017,0.11258388826943344,0.0,5.763736663309175,0.0,-5.763736663309175
25/03/2017,0.02962612627523406,0.0,1.5167107197056586,0.0,-1.5167107197056586
01/04/2017,0.32690160959432113,0.0,16.735740979245655,0.0,-16.735740979245655
08/04/2017,0.08460491866944098,0.0,4.331352195478777,0.0,-4.331352195478777
15/04/2017,0.00799824446357044,0.0,0.4094704452422672,0.0,-0.4094704452422672
22/04/2017,0.16286383316303726,0.0,8.337820453335018,0.0,-8.337820453335018
29/04/2017,0.06667975048300455,0.0,3.413672493167437,0.0,-3.413672493167437
06/05/2017,0.2692807060138858,0.0,13.785836515609125,0.0,-13.785836515609125
13/05/2017,0.2625288131492847,0.0,13.440173090330157,0.0,-13.440173090330157
20/05/2017,0.11854418835495215,0.0,6.068874464599309,0.0,-6.068874464599309
27/05/2017,0.05665165226488983,0.0,2.900283603767125,0.0,-2.900283603767125
03/06/2017,0.16021350320761973,0.0,8.20213670525422,0.0,-8.20213670525422
10/06/2017,0.014592079231145763,0.0,0.7470420799216766,0.0,-0.7470420799216766
17/06/2017,0.12577533787858808,0.0,6.439073453707832,0.0,-6.439073453707832
24/06/2017,-0.049767373712956725,0.01953314227315771,-2.547842687929768,1.0,3.547842687929768
01/07/2017,0.050275250938478525,0.01953314227315771,2.5738434828054455,1.0,-1.5738434828054455
08/07/2017,0.16178058806250778,0.0,8.282363677083609,0.0,-8.282363677083609
15/07/2017,0.07028284673520452,0.0,3.5981331499226648,0.0,-3.5981331499226648
22/07/2017,0.16001465800190026,0.0,8.191956816993605,0.0,-8.191956816993605
29/07/2017,0.0672535133738843,0.03906628454631542,3.4430463073165414,2.0,-1.4430463073165414
05/08/2017,0.24438277376406986,0.05859942681947314,12.511185878162507,3.0,-9.511185878162507
12/08/2017,0.06955702957847792,0.03906628454631542,3.5609749115513605,2.0,-1.5609749115513605
19/08/2017,0.3334998464475865,0.1562651381852617,17.07353797887805,8.0,-9.07353797887805
26/08/2017,0.2162479892697144,0.03906628454631542,11.0708244605826,2.0,-9.0708244605826
02/09/2017,0.1434451891330773,0.13673199591210397,7.343682195475457,6.999999999999999,-0.3436821954754583
09/09/2017,0.11164929733966353,0.13673199591210397,5.715890243275968,6.999999999999999,1.284109756724031
16/09/2017,0.09654796685465383,0.1953314227315771,4.942777025042677,10.0,5.057222974957323
23/09/2017,0.08960887969907899,0.01953314227315771,4.587530180549537,1.0,-3.587530180549537
30/09/2017,0.023906391738712056,0.13673199591210397,1.2238886813190333,6.999999999999999,5.776111318680966
07/10/2017,0.19526777340634532,0.01953314227315771,9.996741470248784,1.0,-8.996741470248784
14/10/2017,-0.04460874122413196,0.07813256909263085,-2.2837462913190847,4.0,6.283746291319085
21/10/2017,0.0815101345869626,0.09766571136578855,4.172914600584933,5.0,0.8270853994150666
28/10/2017,0.04555690034786926,0.2539308495510503,2.3322873355851805,13.0,10.66771266441482
04/11/2017,0.15768109608049763,0.09766571136578855,8.072490021084919,5.0,-3.072490021084919
11/11/2017,0.017612070575714373,0.01953314227315771,0.9016506576065203,1.0,0.0983493423934797
18/11/2017,0.09687196742581286,0.11719885363894628,4.959364247243187,6.0,1.0406357527568133
25/11/2017,0.027361400243461176,0.03906628454631542,1.4007679799200046,2.0,0.5992320200799954
02/12/2017,0.06598394651665128,0.03906628454631542,3.378050781277823,2.0,-1.3780507812778229
09/12/2017,0.015046343853516674,0.11719885363894628,0.7702981754345403,6.0,5.22970182456546
16/12/2017,0.09331435731087134,0.0,4.777232255104351,0.0,-4.777232255104351
23/12/2017,0.359526805985142,0.0,18.405989213481583,0.0,-18.405989213481583
