Date,predictions_incidence,observed_incidence,Predicted Cases,Observed Cases,error
01/01/2017,2.830317286183425,0.07100890877769525,39.858622458826765,1.0,-38.858622458826765
08/01/2017,-1.675334600898422,0.4260534526661715,-23.593301597456243,6.0,29.593301597456243
15/01/2017,-0.7103066827895983,0.4260534526661715,-10.003064333988387,6.0,16.003064333988387
22/01/2017,-1.706738702717825,0.9231158141100383,-24.03555739831242,13.0,37.03555739831242
29/01/2017,2.0337084518641206,0.1420178175553905,28.640187363404927,2.0,-26.640187363404927
05/02/2017,0.663206188741219,0.284035635110781,9.339760322433513,4.0,-5.339760322433513
12/02/2017,2.099381476082095,0.284035635110781,29.56504348848036,4.0,-25.56504348848036
19/02/2017,-0.9303851673717689,0.3550445438884763,-13.102372411953104,5.0,18.102372411953105
26/02/2017,0.6446898706033429,0.1420178175553905,9.078999828340521,2.0,-7.078999828340521
05/03/2017,-1.4385563202504048,-0.07100890877769525,-20.258814633443183,-1.0,19.258814633443183
12/03/2017,0.5664116533894887,0.284035635110781,7.976628047654288,4.0,-3.9766280476542883
19/03/2017,-0.9100668925885631,0.07100890877769525,-12.816235430932661,1.0,13.816235430932661
26/03/2017,1.5488719376338536,0.1420178175553905,21.812360790993775,2.0,-19.812360790993775
02/04/2017,0.3502023608474589,0.0,4.9318087952009435,0.0,-4.9318087952009435
09/04/2017,0.8732256113134359,0.49706236144386673,12.297409245468176,6.999999999999999,-5.2974092454681765
16/04/2017,-1.3495740412747224,0.4260534526661715,-19.00570033402118,6.0,25.00570033402118
23/04/2017,0.29405497659016916,0.07100890877769525,4.141099781025439,1.0,-3.1410997810254386
30/04/2017,0.11220128558174347,0.21302672633308575,1.580101532513442,3.0,1.419898467486558
07/05/2017,1.1970027233638332,0.07100890877769525,16.85707813242479,1.0,-15.857078132424789
14/05/2017,-0.5465114624246352,0.1420178175553905,-7.696378832345907,2.0,9.696378832345907
21/05/2017,0.46399919108462195,0.49706236144386673,6.534379968255049,6.999999999999999,0.46562003174495015
28/05/2017,-0.351111726077329,-0.4260534526661715,-4.944615149298244,-6.0,-1.0553848507017562
04/06/2017,0.7470577397757205,0.1420178175553905,10.52061991424913,2.0,-8.52061991424913
11/06/2017,-0.6474751073170284,0.0,-9.118223592817808,0.0,9.118223592817808
18/06/2017,-0.21833604415743038,0.21302672633308575,-3.074769742497611,3.0,6.074769742497611
25/06/2017,-0.06250503810229316,-0.4260534526661715,-0.8802422002846879,-6.0,-5.1197577997153125
02/07/2017,0.7639932837975535,0.284035635110781,10.759118777467158,4.0,-6.759118777467158
09/07/2017,-0.12479064200103107,0.07100890877769525,-1.7573941657336003,1.0,2.7573941657336003
16/07/2017,-0.33876843685408575,0.284035635110781,-4.770787816422508,4.0,8.770787816422509
23/07/2017,0.0989541890353316,0.0,1.3935461160954257,0.0,-1.3935461160954257
30/07/2017,0.4708353759540199,0.07100890877769525,6.630652182362714,1.0,-5.630652182362714
06/08/2017,0.3017820003265769,0.21302672633308575,4.249917447279098,3.0,-1.2499174472790981
13/08/2017,-0.09921345265886722,0.21302672633308575,-1.3971972582971357,3.0,4.397197258297136
20/08/2017,-0.03168618770411157,0.0,-0.4462283430282002,0.0,0.4462283430282002
27/08/2017,0.2663220400736421,-0.07100890877769525,3.750544046626682,-1.0,-4.750544046626683
03/09/2017,0.05816711182566153,-0.3550445438884763,0.8191523123917167,-5.0,-5.819152312391717
10/09/2017,-0.402755570701949,0.4260534526661715,-5.671901985747165,6.0,11.671901985747166
17/09/2017,-0.19313740652042158,0.07100890877769525,-2.7199038803014015,1.0,3.7199038803014015
24/09/2017,0.15215965824365776,0.284035635110781,2.142824905534289,4.0,1.857175094465711
01/10/2017,0.8831375875403792,0.07100890877769525,12.436997029558398,1.0,-11.436997029558398
08/10/2017,0.14682102417339982,0.07100890877769525,2.0676423099677046,1.0,-1.0676423099677046
15/10/2017,0.27362195613481316,0.1420178175553905,3.8533468665379784,2.0,-1.8533468665379784
22/10/2017,-0.5471089022267681,-0.1420178175553905,-7.704792421744996,-2.0,5.704792421744996
29/10/2017,0.1578031567299294,0.0,2.222300827406846,0.0,-2.222300827406846
05/11/2017,-0.37765058537706125,0.1420178175553905,-5.318355004712956,2.0,7.318355004712956
12/11/2017,0.13112307648201604,0.4260534526661715,1.8465721940963464,6.0,4.153427805903654
19/11/2017,0.10412294457389754,-0.07100890877769525,1.4663363564686098,-1.0,-2.46633635646861
26/11/2017,0.9537588723283411,-0.07100890877769525,13.431538221693222,-1.0,-14.431538221693222
03/12/2017,0.10939283889066653,0.1420178175553905,1.540550907959145,2.0,0.45944909204085493
10/12/2017,-0.4174992911606855,0.1420178175553905,-5.879533967600232,2.0,7.879533967600232
17/12/2017,-0.6319573905610795,-0.07100890877769525,-8.899691622350137,-1.0,7.8996916223501366
24/12/2017,0.353693950745799,0.1420178175553905,4.980979947925893,2.0,-2.980979947925893
