,Country,Cumulative RMSE,AvgRMSE,OBS,HighestError,LowestError
0,Brazil,144.18733165501547,0.554566660211598,260,250.35728690372463,-251.33715240922615
1,Colombia,66.39905783323083,0.2553809916662724,260,84.35676444742863,-69.8913957690915
2,Mexico,20.687185581517355,0.07956609839045137,260,43.124669959644066,-68.23590168028147
