Date,Searches,Cases
04/01/2016,50,3123.170605
11/01/2016,64,3387.890202
18/01/2016,70,3652.609798
25/01/2016,89,3917.329395
01/02/2016,79,4182.048992
08/02/2016,66,4396.956837
15/02/2016,74,4312.994171
22/02/2016,63,4179.219754
29/02/2016,77,4034.296891
07/03/2016,86,3822.483356
14/03/2016,73,3599.521375
21/03/2016,100,3479.478625
28/03/2016,75,3462.355105
04/04/2016,81,3383.709945
11/04/2016,74,2935.93495
18/04/2016,72,2426.638315
25/04/2016,63,1917.34168
02/05/2016,54,1624.851682
09/05/2016,44,1549.168323
16/05/2016,76,1473.484964
23/05/2016,40,1397.801605
30/05/2016,48,1322.118246
06/06/2016,27,1042.917176
13/06/2016,29,560.1983946
20/06/2016,39,77.479613
27/06/2016,40,-405.2391686
04/07/2016,28,-887.9579501
11/07/2016,39,-1370.676732
18/07/2016,40,-1088.038098
25/07/2016,36,-40.04204986
01/08/2016,38,1007.953999
08/08/2016,29,2055.950047
15/08/2016,35,1853.049953
22/08/2016,16,399.2537167
29/08/2016,20,-247.2537167
05/09/2016,27,-86.47234738
12/09/2016,56,74.30902197
19/09/2016,23,129.8906847
26/09/2016,36,80.27264073
03/10/2016,14,30.65459679
10/10/2016,15,36.34540321
17/10/2016,43,97.34505999
24/10/2016,40,107.65494
31/10/2016,24,67.27504325
07/11/2016,27,59.72495675
14/11/2016,43,79
21/11/2016,33,65
28/11/2016,26,62
05/12/2016,33,64
12/12/2016,37,60
19/12/2016,33,41
26/12/2016,51,22
02/01/2017,17,13.35814044
09/01/2017,41,4.619380146
16/01/2017,20,-4.119380146
23/01/2017,15,-12.85814044
30/01/2017,33,-21.59690073
06/02/2017,79,-20.33488513
13/02/2017,67,40.93178586
20/02/2017,29,112.1992327
27/02/2017,46,166.0888975
06/03/2017,17,115.7118697
13/03/2017,16,47.95705989
20/03/2017,20,65.04294011
27/03/2017,12,166.9695104
03/04/2017,13,244.2640538
10/04/2017,11,173.7664357
17/04/2017,17,78.63679075
24/04/2017,18,-16.49285424
01/05/2017,13,-47.5648225
08/05/2017,10,-14.57911401
15/05/2017,9,18.40659447
22/05/2017,22,51.39230295
29/05/2017,20,84.37801144
05/06/2017,15,90.7831428
12/06/2017,5,70.60769705
19/06/2017,12,50.43225129
26/06/2017,16,30.25680554
03/07/2017,19,10.08135978
10/07/2017,14,-10.09408597
17/07/2017,27,-16.81499249
24/07/2017,6,-10.08135978
31/07/2017,5,-3.347727073
07/08/2017,26,3.385905638
14/08/2017,20,-3.385905638
21/08/2017,6,-23.6631609
28/08/2017,18,23.6631609
04/09/2017,9,138.5930598
11/09/2017,27,253.5229586
18/09/2017,19,245.2149494
25/09/2017,44,113.6690322
02/10/2017,19,0
09/10/2017,13,-6.407722229
16/10/2017,33,3.374293693
23/10/2017,18,3.033428537
30/10/2017,10,1.005416534
06/11/2017,41,-0.005416534
13/11/2017,16,0
20/11/2017,33,0
27/11/2017,22,0
04/12/2017,18,0
11/12/2017,20,0
18/12/2017,19,0
25/12/2017,23,0
