Date,Searches,Cases
04/01/2016,21,54
11/01/2016,29,54
18/01/2016,35,54
25/01/2016,60,55
01/02/2016,53,257
08/02/2016,56,257
15/02/2016,55,258
22/02/2016,61,677
29/02/2016,70,677
07/03/2016,61,678
14/03/2016,66,798
21/03/2016,86,799
28/03/2016,53,769
04/04/2016,55,769
11/04/2016,43,769
18/04/2016,51,478
25/04/2016,25,478
02/05/2016,28,478
09/05/2016,29,478
16/05/2016,49,180
23/05/2016,20,180
30/05/2016,27,180
06/06/2016,31,180
13/06/2016,30,180
20/06/2016,40,185
27/06/2016,30,-28
04/07/2016,29,-28
11/07/2016,21,-28
18/07/2016,33,-28
25/07/2016,24,-28
01/08/2016,38,-27
08/08/2016,11,138
15/08/2016,24,276
22/08/2016,12,13
29/08/2016,17,13
05/09/2016,32,10
12/09/2016,41,10
19/09/2016,23,10
26/09/2016,15,2
03/10/2016,12,8
10/10/2016,6,9
17/10/2016,35,18
24/10/2016,64,18
31/10/2016,16,19
07/11/2016,20,19
14/11/2016,73,8
21/11/2016,46,20
28/11/2016,23,33
05/12/2016,15,21
12/12/2016,30,27
19/12/2016,17,27
26/12/2016,33,23
02/01/2017,14,11
09/01/2017,17,11
16/01/2017,15,11
23/01/2017,41,12
30/01/2017,60,56
06/02/2017,96,56
13/02/2017,74,56
20/02/2017,28,180
27/02/2017,46,180
06/03/2017,29,181
13/03/2017,10,33
20/03/2017,23,34
27/03/2017,17,240
03/04/2017,30,240
10/04/2017,12,241
17/04/2017,11,44
24/04/2017,37,44
01/05/2017,33,44
08/05/2017,15,44
15/05/2017,31,189
22/05/2017,28,189
29/05/2017,41,189
05/06/2017,25,189
12/06/2017,6,189
19/06/2017,16,191
26/06/2017,14,104
03/07/2017,25,104
10/07/2017,12,104
17/07/2017,36,104
24/07/2017,2,104
31/07/2017,9,108
07/08/2017,6,9
14/08/2017,24,18
21/08/2017,8,28
28/08/2017,24,29
04/09/2017,9,48
11/09/2017,51,48
18/09/2017,19,48
25/09/2017,33,2
02/10/2017,14,4
09/10/2017,12,4
16/10/2017,45,7
23/10/2017,35,7
30/10/2017,38,4
06/11/2017,45,4
13/11/2017,25,4
20/11/2017,30,-18
27/11/2017,14,55
04/12/2017,30,5
11/12/2017,24,2
18/12/2017,30,54
25/12/2017,18,23
