Date,Searches,Cases
04/01/2016,20,316.1987434
11/01/2016,28,1053.232914
18/01/2016,22,1790.267086
25/01/2016,40,2527.301257
01/02/2016,45,3264.335428
08/02/2016,37,3985.913066
15/02/2016,63,4614.751507
22/02/2016,71,5228.133415
29/02/2016,79,5611.787993
07/03/2016,84,4617.078592
14/03/2016,71,3392.641862
21/03/2016,88,2601.358138
28/03/2016,65,2243.22742
04/04/2016,74,1883.731134
11/04/2016,54,1516.041446
18/04/2016,61,1146.98619
25/04/2016,42,777.9309341
02/05/2016,35,546.9723721
09/05/2016,35,454.110504
16/05/2016,74,361.2486358
23/05/2016,38,268.3867677
30/05/2016,46,175.5248996
06/06/2016,29,134.4892767
13/06/2016,27,145.2798989
20/06/2016,22,156.0705212
27/06/2016,32,166.8611435
04/07/2016,43,177.6517657
11/07/2016,44,188.442388
18/07/2016,50,166.8967664
25/07/2016,42,113.0149009
01/08/2016,54,59.13303543
08/08/2016,29,5.25116994
15/08/2016,43,4.74883006
22/08/2016,21,57.62601579
29/08/2016,26,76.37398421
05/09/2016,45,60.99273534
12/09/2016,79,45.61148647
19/09/2016,40,41.30937556
26/09/2016,30,48.08640263
03/10/2016,28,54.86342969
10/10/2016,31,83.13657031
17/10/2016,76,132.9058245
24/10/2016,81,140.0941755
31/10/2016,32,104.7016233
07/11/2016,25,88.29837673
14/11/2016,45,91
21/11/2016,25,99
28/11/2016,43,124
05/12/2016,15,94
12/12/2016,26,82
19/12/2016,32,68
26/12/2016,35,29
02/01/2017,24,-24.05682707
09/01/2017,21,1.647724308
16/01/2017,13,27.35227569
23/01/2017,21,53.05682707
30/01/2017,31,78.76137846
06/02/2017,55,99.31061989
13/02/2017,53,88.92800165
20/02/2017,34,73.39007346
27/02/2017,30,60.56809684
06/03/2017,15,64.0418297
13/03/2017,5,70.23151413
20/03/2017,18,84.76848587
27/03/2017,15,107.6527449
03/04/2017,18,123.1357804
10/04/2017,15,94.21147471
17/04/2017,14,57.88594549
24/04/2017,23,21.56041628
01/05/2017,19,8.837235392
08/05/2017,11,19.71640284
15/05/2017,21,30.59557028
22/05/2017,12,41.47473772
29/05/2017,28,52.35390516
05/06/2017,19,52.59296891
12/06/2017,4,42.19192895
19/06/2017,20,31.79088898
26/06/2017,26,21.38984902
03/07/2017,8,10.98880906
10/07/2017,31,0.587769103
17/07/2017,50,15.92856306
24/07/2017,16,57.01119094
31/07/2017,13,98.09381881
07/08/2017,67,139.1764467
14/08/2017,11,118.8235533
21/08/2017,13,37.03513868
28/08/2017,28,6.964861318
04/09/2017,11,28.61272122
11/09/2017,17,50.26058112
18/09/2017,8,48.82392995
25/09/2017,20,24.3027677
02/10/2017,27,4
09/10/2017,22,9.007599554
16/10/2017,23,16.71128466
23/10/2017,22,15.28111579
30/10/2017,42,12.32863793
06/11/2017,45,5.671362073
13/11/2017,33,1
20/11/2017,25,24
27/11/2017,26,19
04/12/2017,30,30
11/12/2017,9,1
18/12/2017,30,3
25/12/2017,28,56
