Date,Searches,Cases
04/01/2016,22,24
11/01/2016,40,24
18/01/2016,27,24
25/01/2016,29,25
01/02/2016,34,110
08/02/2016,27,110
15/02/2016,51,112
22/02/2016,42,348
29/02/2016,64,348
07/03/2016,89,350
14/03/2016,62,360
21/03/2016,97,360
28/03/2016,100,377
04/04/2016,100,377
11/04/2016,100,379
18/04/2016,66,329
25/04/2016,88,329
02/05/2016,69,329
09/05/2016,100,329
16/05/2016,87,233
23/05/2016,100,233
30/05/2016,100,233
06/06/2016,100,233
13/06/2016,79,233
20/06/2016,100,238
27/06/2016,89,48
04/07/2016,75,48
11/07/2016,92,48
18/07/2016,93,48
25/07/2016,58,48
01/08/2016,70,48
08/08/2016,100,114
15/08/2016,68,230
22/08/2016,31,19
29/08/2016,27,19
05/09/2016,28,9
12/09/2016,45,9
19/09/2016,55,9
26/09/2016,100,0
03/10/2016,24,10
10/10/2016,37,11
17/10/2016,30,13
24/10/2016,62,13
31/10/2016,14,3
07/11/2016,35,4
14/11/2016,38,2
21/11/2016,100,8
28/11/2016,59,5
05/12/2016,49,5
12/12/2016,35,7
19/12/2016,13,1
26/12/2016,0,1
02/01/2017,16,2
09/01/2017,50,2
16/01/2017,9,2
23/01/2017,20,2
30/01/2017,41,1
06/02/2017,79,1
13/02/2017,69,1
20/02/2017,21,3
27/02/2017,55,3
06/03/2017,0,4
13/03/2017,0,7
20/03/2017,11,8
27/03/2017,14,7
03/04/2017,35,7
10/04/2017,25,8
17/04/2017,16,4
24/04/2017,37,4
01/05/2017,12,4
08/05/2017,14,7
15/05/2017,7,4
22/05/2017,14,4
29/05/2017,11,4
05/06/2017,17,4
12/06/2017,8,4
19/06/2017,0,9
26/06/2017,42,6
03/07/2017,42,6
10/07/2017,18,6
17/07/2017,25,6
24/07/2017,9,6
31/07/2017,9,7
07/08/2017,72,2
14/08/2017,57,4
21/08/2017,24,4
28/08/2017,0,5
04/09/2017,28,1
11/09/2017,66,1
18/09/2017,41,1
25/09/2017,100,2
02/10/2017,0,9
09/10/2017,37,10
16/10/2017,77,5
23/10/2017,0,5
30/10/2017,56,4
06/11/2017,45,4
13/11/2017,11,2
20/11/2017,37,4
27/11/2017,15,6
04/12/2017,19,6
11/12/2017,14,21
18/12/2017,0,6
25/12/2017,76,4
