Date,Searches,Cases
04/01/2016,16,-139.0374559
11/01/2016,23,70.65418137
18/01/2016,36,280.3458186
25/01/2016,53,490.0374559
01/02/2016,66,699.7290931
08/02/2016,43,922.8360425
15/02/2016,68,1226.434864
22/02/2016,67,1543.448998
29/02/2016,76,1775.975422
07/03/2016,82,1501.57558
14/03/2016,74,1142.688028
21/03/2016,75,894.3119719
28/03/2016,51,756.4474116
04/04/2016,57,625.9441231
11/04/2016,51,539.6084654
18/04/2016,45,460.6340794
25/04/2016,37,381.6596935
02/05/2016,33,298.012807
09/05/2016,26,209.69342
16/05/2016,46,121.374033
23/05/2016,22,33.05464594
30/05/2016,27,-55.26474109
06/06/2016,19,-78.74561617
13/06/2016,21,-37.38797927
20/06/2016,28,3.96965762
27/06/2016,19,45.32729451
04/07/2016,26,86.68493141
11/07/2016,27,128.0425683
18/07/2016,21,106.5859474
25/07/2016,20,22.31506859
01/08/2016,34,-61.95581017
08/08/2016,20,-146.2266889
15/08/2016,16,-132.7733111
22/08/2016,16,-21.59567654
29/08/2016,16,27.59567654
05/09/2016,15,14.8007482
12/09/2016,40,2.005819857
19/09/2016,17,-2.147464172
26/09/2016,19,2.340896115
03/10/2016,15,6.829256402
10/10/2016,15,9.170743598
17/10/2016,48,9.365357705
24/10/2016,38,10.63464229
31/10/2016,26,12.97859737
07/11/2016,26,12.02140263
14/11/2016,58,9
21/11/2016,27,12
28/11/2016,15,9
05/12/2016,25,11
12/12/2016,30,11
19/12/2016,34,11
26/12/2016,35,2
02/01/2017,19,6.955089772
09/01/2017,46,9.818363257
16/01/2017,21,12.68163674
23/01/2017,19,15.54491023
30/01/2017,32,18.40818371
06/02/2017,47,22.73652702
13/02/2017,41,35.85528926
20/02/2017,25,50.43912133
27/02/2017,38,61.3486356
06/03/2017,18,50.21224307
13/03/2017,12,35.40153275
20/03/2017,18,38.59846725
27/03/2017,7,59.80304656
03/04/2017,19,75.8939728
10/04/2017,15,61.30298065
17/04/2017,15,41.59833543
24/04/2017,20,21.89369021
01/05/2017,12,15.64767739
08/05/2017,8,22.86029696
15/05/2017,14,30.07291654
22/05/2017,14,37.28553611
29/05/2017,24,44.49815568
05/06/2017,10,41.64113161
12/06/2017,5,28.71446389
19/06/2017,8,15.78779617
26/06/2017,16,2.86112845
03/07/2017,13,-10.06553927
10/07/2017,16,-22.99220699
17/07/2017,30,-25.05962525
24/07/2017,4,-16.26779406
31/07/2017,7,-7.475962873
07/08/2017,13,1.315868318
14/08/2017,21,2.684131682
21/08/2017,9,-3.37117278
28/08/2017,13,-9.62882722
04/09/2017,8,-16.08883164
11/09/2017,22,-22.54883606
18/09/2017,8,-18.73000221
25/09/2017,49,-4.632330089
02/10/2017,15,7
09/10/2017,17,3.840277897
16/10/2017,31,-0.745413048
23/10/2017,17,0.905135151
30/10/2017,13,3.595056539
06/11/2017,33,2.404943461
13/11/2017,13,0
20/11/2017,20,10
27/11/2017,21,3
04/12/2017,17,3
11/12/2017,9,3
18/12/2017,16,9
25/12/2017,21,8
