Date,Searches,Cases
04/01/2016,100,1787
11/01/2016,100,1787
18/01/2016,100,1787
25/01/2016,100,1789
01/02/2016,91,2346
08/02/2016,68,2346
15/02/2016,59,2347
22/02/2016,62,1507
29/02/2016,71,1507
07/03/2016,59,1508
14/03/2016,68,697
21/03/2016,68,697
28/03/2016,43,321
04/04/2016,44,321
11/04/2016,38,321
18/04/2016,34,100
25/04/2016,19,100
02/05/2016,18,100
09/05/2016,15,101
16/05/2016,33,-23
23/05/2016,22,-23
30/05/2016,12,-23
06/06/2016,8,-23
13/06/2016,19,-23
20/06/2016,32,-19
27/06/2016,21,65
04/07/2016,28,65
11/07/2016,15,65
18/07/2016,14,65
25/07/2016,7,65
01/08/2016,35,67
08/08/2016,23,-85
15/08/2016,38,-169
22/08/2016,20,9
29/08/2016,16,9
05/09/2016,8,7
12/09/2016,70,7
19/09/2016,43,7
26/09/2016,48,1
03/10/2016,53,5
10/10/2016,15,6
17/10/2016,60,3
24/10/2016,100,3
31/10/2016,47,7
07/11/2016,54,7
14/11/2016,15,7
21/11/2016,21,11
28/11/2016,28,6
05/12/2016,100,16
12/12/2016,36,22
19/12/2016,67,16
26/12/2016,89,6
02/01/2017,21,0
09/01/2017,42,0
16/01/2017,28,0
23/01/2017,22,2
30/01/2017,77,8
06/02/2017,100,8
13/02/2017,100,9
20/02/2017,32,31
27/02/2017,87,31
06/03/2017,32,32
13/03/2017,25,22
20/03/2017,40,22
27/03/2017,23,6
03/04/2017,28,6
10/04/2017,12,8
17/04/2017,17,0
24/04/2017,39,0
01/05/2017,19,0
08/05/2017,11,0
15/05/2017,33,78
22/05/2017,6,78
29/05/2017,26,78
05/06/2017,13,78
12/06/2017,6,78
19/06/2017,12,83
26/06/2017,11,208
03/07/2017,44,208
10/07/2017,41,208
17/07/2017,21,208
24/07/2017,7,208
31/07/2017,7,212
07/08/2017,14,17
14/08/2017,11,36
21/08/2017,7,0
28/08/2017,11,0
04/09/2017,17,31
11/09/2017,0,31
18/09/2017,32,31
25/09/2017,25,0
02/10/2017,20,0
09/10/2017,0,0
16/10/2017,44,38
23/10/2017,47,38
30/10/2017,44,0
06/11/2017,17,0
13/11/2017,61,22
20/11/2017,29,0
27/11/2017,66,0
04/12/2017,0,-25
11/12/2017,55,19
18/12/2017,0,1
25/12/2017,68,-1
