Date,Searches,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
22/02/2016,0.62,1507.0,3323.433658381348,-2653.471522990723,4971.499613041992,8884.436964785156,2347,2346,2346,1789,1816.4336583813479,-4160.471522990723,3464.4996130419922,7377.436964785156
29/02/2016,0.71,1507.0,3627.001447668457,-3393.991819445801,5483.409385473633,9120.35551341797,1507,2347,2346,2346,2120.001447668457,-4900.9918194458005,3976.409385473633,7613.35551341797
07/03/2016,0.59,1507.9999999999998,3029.8434661010742,-4587.847713852539,5664.399351372071,10196.321284160156,1507,1507,2347,2346,1521.8434661010745,-6095.847713852539,4156.399351372071,8688.321284160156
14/03/2016,0.68,696.9999999999999,2226.9515781884766,-5243.404058833008,6002.774669882812,11657.928247382812,1508,1507,1507,2347,1529.9515781884766,-5940.404058833008,5305.774669882812,10960.928247382812
21/03/2016,0.68,696.9999999999999,2310.1620120263674,-4143.135789074707,4832.797184516601,11911.969880507813,697,1508,1507,1507,1613.1620120263674,-4840.135789074707,4135.797184516601,11214.969880507813
28/03/2016,0.43,321.0,1770.2619184533692,-2837.170102060547,4099.07074822998,9916.121822167968,697,697,1508,1507,1449.2619184533692,-3158.170102060547,3778.0707482299804,9595.121822167968
04/04/2016,0.44,321.0,1520.7571804943848,-3154.258247211914,3762.8934508081056,6969.01647309082,321,697,697,1508,1199.7571804943848,-3475.258247211914,3441.8934508081056,6648.01647309082
11/04/2016,0.38,321.0,773.8143577679443,-1803.6903897509765,2699.688909770508,6943.196487260742,321,321,697,697,452.81435776794433,-2124.6903897509765,2378.688909770508,6622.196487260742
18/04/2016,0.34,99.99999999999999,575.2462196173095,-977.3045678704834,1383.6906369470214,4808.668455219727,321,321,321,697,475.2462196173095,-1077.3045678704834,1283.6906369470214,4708.668455219727
25/04/2016,0.19,99.99999999999999,350.83433307403567,-597.0224233245849,1249.207036105957,1714.911159506836,100,321,321,321,250.83433307403567,-697.0224233245849,1149.207036105957,1614.911159506836
