,State,RMSE,OBS
0,huila_2016-2017.csv,4.174095940808851,52
1,santander_2016-2017.csv,6.5530380505768235,52
2,santander_norte_2016-2017.csv,7.649786321802117,52
3,tolima_2016-2017.csv,4.712911887733364,52
4,valle_cauca_2016-2017.csv,28.10385957616717,52
