,Country,Cumulative RMSE,AvgRMSE,OBS,HighestError,LowestError
0,Brazil,180.74495925499662,0.6951729202115254,260,203.10348722310863,-233.50542626642826
1,Colombia,41.78728708042053,0.16072033492469437,260,62.31881538862646,-68.36782151991368
2,Mexico,17.012126371639958,0.0654312552755383,260,9.090668443627656,-67.21327008076646
