Date,Searches,Cases
02/01/2016,0,0
09/01/2016,0,0
16/01/2016,26,0
23/01/2016,73,0
30/01/2016,30,0
06/02/2016,65,0
13/02/2016,87,0
20/02/2016,28,0
27/02/2016,43,0
05/03/2016,100,0
12/03/2016,43,0
19/03/2016,27,0
26/03/2016,0,0
02/04/2016,100,0
09/04/2016,30,0
16/04/2016,21,0
23/04/2016,54,0
30/04/2016,0,0
07/05/2016,0,0
14/05/2016,0,0
21/05/2016,0,0
28/05/2016,0,0
04/06/2016,21,0
11/06/2016,18,1
18/06/2016,26,0
25/06/2016,15,4
02/07/2016,20,6
09/07/2016,17,10
16/07/2016,0,8
23/07/2016,12,5
30/07/2016,0,6
06/08/2016,38,2
13/08/2016,13,2
20/08/2016,40,8
27/08/2016,65,13
03/09/2016,91,29
10/09/2016,89,12
17/09/2016,99,13
24/09/2016,100,14
01/10/2016,100,11
08/10/2016,78,25
15/10/2016,100,13
22/10/2016,84,25
29/10/2016,70,23
05/11/2016,48,18
12/11/2016,68,11
19/11/2016,22,7
26/11/2016,52,3
03/12/2016,24,3
10/12/2016,0,3
17/12/2016,41,0
24/12/2016,84,1
31/12/2016,0,1
07/01/2017,31,0
14/01/2017,91,0
21/01/2017,49,0
28/01/2017,100,0
04/02/2017,45,0
11/02/2017,0,0
18/02/2017,0,0
25/02/2017,0,0
04/03/2017,76,0
11/03/2017,55,0
18/03/2017,0,0
25/03/2017,62,0
01/04/2017,67,0
08/04/2017,0,0
15/04/2017,0,0
22/04/2017,0,0
29/04/2017,39,0
06/05/2017,0,0
13/05/2017,0,0
20/05/2017,0,0
27/05/2017,0,0
03/06/2017,0,0
10/06/2017,0,0
17/06/2017,0,0
24/06/2017,43,0
01/07/2017,0,0
08/07/2017,0,0
15/07/2017,0,0
22/07/2017,0,0
29/07/2017,37,0
05/08/2017,0,0
12/08/2017,0,0
19/08/2017,0,0
26/08/2017,0,0
02/09/2017,24,0
09/09/2017,0,0
16/09/2017,16,0
23/09/2017,0,0
30/09/2017,15,0
07/10/2017,22,0
14/10/2017,0,0
21/10/2017,19,0
28/10/2017,0,2
04/11/2017,0,0
11/11/2017,0,0
18/11/2017,0,0
25/11/2017,8,0
02/12/2017,0,0
09/12/2017,0,1
16/12/2017,0,0
23/12/2017,0,0
30/12/2017,0,0
06/01/2018,0,0
13/01/2018,0,0
20/01/2018,0,0
27/01/2018,0,0
03/02/2018,0,0
10/02/2018,0,0
17/02/2018,49,0
24/02/2018,0,0
03/03/2018,0,0
10/03/2018,0,0
17/03/2018,49,0
24/03/2018,0,0
31/03/2018,78,0
07/04/2018,0,0
14/04/2018,0,0
21/04/2018,0,0
28/04/2018,0,0
05/05/2018,0,0
