Date,Searches,Cases
02/01/2016,0,0
09/01/2016,11,0
16/01/2016,24,0
23/01/2016,47,0
30/01/2016,71,0
06/02/2016,35,0
13/02/2016,36,0
20/02/2016,9,0
27/02/2016,10,0
05/03/2016,41,1
12/03/2016,100,0
19/03/2016,18,0
26/03/2016,19,0
02/04/2016,32,0
09/04/2016,20,0
16/04/2016,14,1
23/04/2016,17,1
30/04/2016,0,1
07/05/2016,7,2
14/05/2016,22,0
21/05/2016,0,1
28/05/2016,6,3
04/06/2016,14,1
11/06/2016,12,4
18/06/2016,22,5
25/06/2016,5,6
02/07/2016,3,10
09/07/2016,11,2
16/07/2016,9,2
23/07/2016,13,4
30/07/2016,35,6
06/08/2016,13,8
13/08/2016,27,4
20/08/2016,48,3
27/08/2016,41,13
03/09/2016,46,22
10/09/2016,40,28
17/09/2016,56,15
24/09/2016,50,11
01/10/2016,42,35
08/10/2016,66,17
15/10/2016,28,21
22/10/2016,31,24
29/10/2016,54,23
05/11/2016,67,0
12/11/2016,34,0
19/11/2016,62,7
26/11/2016,25,4
03/12/2016,17,7
10/12/2016,12,6
17/12/2016,69,1
24/12/2016,100,4
31/12/2016,28,2
07/01/2017,11,0
14/01/2017,16,0
21/01/2017,26,1
28/01/2017,37,0
04/02/2017,9,3
11/02/2017,0,0
18/02/2017,44,0
25/02/2017,27,1
04/03/2017,15,0
11/03/2017,0,0
18/03/2017,0,1
25/03/2017,0,0
01/04/2017,27,0
08/04/2017,0,1
15/04/2017,31,0
22/04/2017,24,0
29/04/2017,0,0
06/05/2017,0,0
13/05/2017,0,0
20/05/2017,0,1
27/05/2017,13,0
03/06/2017,25,0
10/06/2017,15,0
17/06/2017,70,2
24/06/2017,34,0
01/07/2017,77,0
08/07/2017,100,0
15/07/2017,83,0
22/07/2017,100,0
29/07/2017,100,0
05/08/2017,100,0
12/08/2017,100,0
19/08/2017,88,0
26/08/2017,100,0
02/09/2017,43,0
09/09/2017,82,0
16/09/2017,25,0
23/09/2017,42,0
30/09/2017,22,0
07/10/2017,42,0
14/10/2017,13,0
21/10/2017,15,0
28/10/2017,16,0
04/11/2017,12,0
11/11/2017,12,1
18/11/2017,21,1
25/11/2017,7,1
02/12/2017,20,0
09/12/2017,4,0
16/12/2017,19,0
23/12/2017,49,0
30/12/2017,10,0
06/01/2018,20,0
13/01/2018,0,0
20/01/2018,0,0
27/01/2018,0,0
03/02/2018,0,0
10/02/2018,0,2
17/02/2018,0,2
24/02/2018,21,0
03/03/2018,0,0
10/03/2018,47,0
17/03/2018,100,0
24/03/2018,0,0
31/03/2018,0,0
07/04/2018,100,0
14/04/2018,0,0
21/04/2018,0,0
28/04/2018,0,0
05/05/2018,0,1
