Date,Searches,Cases
02/01/2016,11,0
09/01/2016,11,0
16/01/2016,35,0
23/01/2016,61,0
30/01/2016,100,1
06/02/2016,61,0
13/02/2016,50,0
20/02/2016,100,0
27/02/2016,100,0
05/03/2016,41,0
12/03/2016,85,0
19/03/2016,19,0
26/03/2016,10,0
02/04/2016,45,0
09/04/2016,39,0
16/04/2016,26,0
23/04/2016,14,0
30/04/2016,40,0
07/05/2016,18,0
14/05/2016,15,0
21/05/2016,9,0
28/05/2016,30,1
04/06/2016,29,3
11/06/2016,16,0
18/06/2016,18,0
25/06/2016,18,1
02/07/2016,10,0
09/07/2016,9,2
16/07/2016,7,1
23/07/2016,14,5
30/07/2016,24,11
06/08/2016,30,7
13/08/2016,34,8
20/08/2016,44,8
27/08/2016,50,12
03/09/2016,50,19
10/09/2016,66,30
17/09/2016,100,1
24/09/2016,73,168
01/10/2016,70,101
08/10/2016,83,73
15/10/2016,67,0
22/10/2016,100,188
29/10/2016,89,8
05/11/2016,99,32
12/11/2016,100,75
19/11/2016,100,0
26/11/2016,64,2
03/12/2016,50,15
10/12/2016,100,26
17/12/2016,100,8
24/12/2016,71,16
31/12/2016,21,1
07/01/2017,40,0
14/01/2017,44,0
21/01/2017,19,2
28/01/2017,39,1
04/02/2017,46,1
11/02/2017,30,0
18/02/2017,29,2
25/02/2017,85,0
04/03/2017,15,1
11/03/2017,22,0
18/03/2017,86,2
25/03/2017,49,0
01/04/2017,9,2
08/04/2017,17,0
15/04/2017,0,0
22/04/2017,36,0
29/04/2017,0,0
06/05/2017,24,0
13/05/2017,47,0
20/05/2017,0,0
27/05/2017,12,0
03/06/2017,23,0
10/06/2017,14,0
17/06/2017,33,0
24/06/2017,8,0
01/07/2017,21,0
08/07/2017,0,1
15/07/2017,40,0
22/07/2017,0,0
29/07/2017,15,0
05/08/2017,19,3
12/08/2017,14,0
19/08/2017,7,0
26/08/2017,0,0
02/09/2017,24,0
09/09/2017,5,0
16/09/2017,5,0
23/09/2017,7,0
30/09/2017,3,0
07/10/2017,8,0
14/10/2017,2,0
21/10/2017,2,0
28/10/2017,0,0
04/11/2017,7,0
11/11/2017,5,0
18/11/2017,4,0
25/11/2017,2,0
02/12/2017,4,0
09/12/2017,0,0
16/12/2017,0,0
23/12/2017,0,0
30/12/2017,7,0
06/01/2018,39,0
13/01/2018,18,0
20/01/2018,0,0
27/01/2018,0,0
03/02/2018,9,0
10/02/2018,38,0
17/02/2018,26,0
24/02/2018,27,0
03/03/2018,70,0
10/03/2018,0,0
17/03/2018,12,0
24/03/2018,26,0
31/03/2018,0,0
07/04/2018,0,0
14/04/2018,39,0
21/04/2018,29,0
28/04/2018,54,0
05/05/2018,14,0
