Date,Observed,Predicted,error
31/12/2016,0.0,-0.2683657944759354,-0.2683657944759354
07/01/2017,0.0,-0.037287667096466755,-0.037287667096466755
14/01/2017,0.0,-0.03871473935442744,-0.03871473935442744
21/01/2017,0.0,-0.018035616136101308,-0.018035616136101308
28/01/2017,0.0,0.019117038840723688,0.019117038840723688
04/02/2017,0.0,-0.00655365275299293,-0.00655365275299293
11/02/2017,0.0,-0.00679964876818296,-0.00679964876818296
18/02/2017,0.0,-0.006759228655900806,-0.006759228655900806
25/02/2017,0.0,-0.0067115700838214255,-0.0067115700838214255
04/03/2017,0.0,-0.006674741486785351,-0.006674741486785351
11/03/2017,0.0,-0.006645292580378591,-0.006645292580378591
18/03/2017,0.0,-0.00661875333283504,-0.00661875333283504
25/03/2017,0.0,-0.0065930667854228525,-0.0065930667854228525
01/04/2017,0.0,-0.006583655193144805,-0.006583655193144805
08/04/2017,0.0,-0.011299696641939227,-0.011299696641939227
15/04/2017,0.0,3.095309069904033e-05,3.095309069904033e-05
22/04/2017,0.0,-0.003810530097897281,-0.003810530097897281
29/04/2017,0.0,0.00804329482540139,0.00804329482540139
06/05/2017,0.0,0.007670197895083111,0.007670197895083111
13/05/2017,0.0,-0.0177720778848161,-0.0177720778848161
20/05/2017,0.0,0.018772314121543895,0.018772314121543895
27/05/2017,0.0,0.0027022074755956417,0.0027022074755956417
03/06/2017,0.0,0.006454408480535494,0.006454408480535494
10/06/2017,0.0,0.0007765721570351161,0.0007765721570351161
17/06/2017,0.0,0.006570239023402101,0.006570239023402101
24/06/2017,0.0,0.0007512356494809501,0.0007512356494809501
01/07/2017,0.0,0.006443103939524153,0.006443103939524153
08/07/2017,0.0,0.0005740122157672886,0.0005740122157672886
15/07/2017,0.0,0.006214461852653185,0.006214461852653185
22/07/2017,2.999999944011867,0.0003421916758688167,-2.9996577523359984
29/07/2017,0.0,1.2449383284436912,1.2449383284436912
05/08/2017,2.0000000274686514,0.41244116738215086,-1.5875588600865005
12/08/2017,0.0,1.1187948611658811,1.1187948611658811
19/08/2017,0.0,0.4103360565296188,0.4103360565296188
26/08/2017,0.0,0.04749310725139687,0.04749310725139687
02/09/2017,0.0,0.01771828260529088,0.01771828260529088
09/09/2017,0.0,0.018108307493515313,0.018108307493515313
16/09/2017,0.0,0.01811981856563594,0.01811981856563594
23/09/2017,0.0,0.018116878534550778,0.018116878534550778
30/09/2017,0.0,0.018110175385165492,0.018110175385165492
07/10/2017,0.0,0.018102886051896493,0.018102886051896493
14/10/2017,0.0,0.018096860203060786,0.018096860203060786
21/10/2017,0.0,0.018092923963095527,0.018092923963095527
28/10/2017,0.0,0.018090485073672606,0.018090485073672606
04/11/2017,0.0,0.018084495671503244,0.018084495671503244
11/11/2017,0.0,0.018081127392088527,0.018081127392088527
18/11/2017,0.0,0.01807792615989456,0.01807792615989456
25/11/2017,0.0,0.018073634564932436,0.018073634564932436
02/12/2017,0.0,0.018070591268292628,0.018070591268292628
09/12/2017,0.0,0.018068825123585992,0.018068825123585992
16/12/2017,0.0,0.018066199444998057,0.018066199444998057
23/12/2017,0.0,0.018063693736686835,0.018063693736686835
