Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
22/02/2016,0.37,8,4012.0,3231.0555178316977,-2626.6036201972674,-3181.3876714456846,2568.549639787588,4298,4297,4297,3521,-780.9444821683023,-6638.603620197267,-7193.387671445685,-1443.4503602124119
29/02/2016,0.47,9,4012.0,3401.939985861025,-2333.72563046751,-2711.9647882497025,3201.458485542326,4012,4298,4297,4297,-610.060014138975,-6345.72563046751,-6723.964788249703,-810.5415144576741
07/03/2016,0.47,10,4012.0,3430.57476302845,-2530.0422325835325,-2852.0661235980033,3035.6231152824785,4012,4012,4298,4297,-581.42523697155,-6542.0422325835325,-6864.066123598003,-976.3768847175215
14/03/2016,0.41,11,3539.0000000000005,3461.956321632242,-2331.33343197999,-2586.4822047372722,2755.041563351269,4012,4012,4012,4298,-77.04367836775828,-5870.333431979991,-6125.482204737273,-783.9584366487315
21/03/2016,0.49,12,3540.0000000000005,3571.431280497036,-2354.0202898338603,-2671.1673213699532,2931.6722534194278,3539,4012,4012,4012,31.43128049703546,-5894.020289833861,-6211.167321369954,-608.3277465805727
28/03/2016,0.37,13,3260.0,3621.4337121276853,-2218.8151665809155,-2546.317783461771,2994.000366803169,3540,3539,4012,4012,361.43371212768534,-5478.8151665809155,-5806.317783461771,-265.9996331968309
04/04/2016,0.34,14,3260.0,3640.491309211006,-1949.9314114964104,-2009.0306482519627,3113.7487699051094,3260,3540,3539,4012,380.49130921100596,-5209.931411496411,-5269.030648251963,-146.25123009489062
11/04/2016,0.28,15,3262.0,3616.1732407749937,-2057.7831158549307,-2196.6009426394558,2559.6753897579288,3260,3260,3540,3539,354.1732407749937,-5319.783115854931,-5458.600942639456,-702.3246102420712
18/04/2016,0.27,16,1879.0,3604.9162535372257,-1790.2675907907485,-1777.8834211285687,2647.099546780186,3262,3260,3260,3540,1725.9162535372257,-3669.2675907907487,-3656.8834211285684,768.0995467801858
25/04/2016,0.2,17,1879.0,3558.564155526724,-1859.382881977644,-1852.6823608927346,2553.3331071161842,1879,3262,3260,3260,1679.5641555267239,-3738.382881977644,-3731.6823608927343,674.3331071161842
02/05/2016,0.22,18,1879.0,3344.5433493413543,-1727.3267520505858,-1724.4521358276272,2368.211348834524,1879,1879,3262,3260,1465.5433493413543,-3606.326752050586,-3603.452135827627,489.21134883452396
09/05/2016,0.15,19,1881.0,2791.5911308044147,-976.8641974737168,-428.4137470680392,2481.270197334509,1879,1879,1879,3262,910.5911308044147,-2857.8641974737166,-2309.4137470680394,600.2701973345088
16/05/2016,0.33,20,979.0,2500.1755538309385,-1063.660577104125,-978.1704991197109,1354.2720528421783,1881,1879,1879,1879,1521.1755538309385,-2042.660577104125,-1957.170499119711,375.27205284217825
