Date,Observed,Predicted,error
31/12/2016,2.9999998996861277,1.208927611204423,-1.7910722884817047
07/01/2017,0.0,1.2112410321101919,1.2112410321101919
14/01/2017,1.0000000104366615,0.5435327860015351,-0.45646722443512644
21/01/2017,1.0000000104366615,0.3302064475659374,-0.6697935628707241
28/01/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
04/02/2017,1.0000000104366615,1.7850428628529236,0.785042852416262
11/02/2017,0.0,0.9872845535698347,0.9872845535698347
18/02/2017,1.0000000104366615,0.523587954616109,-0.47641205582055257
25/02/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
04/03/2017,0.0,0.11019589594681514,0.11019589594681514
11/03/2017,0.0,0.5198784981799685,0.5198784981799685
18/03/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
25/03/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
01/04/2017,2.000000020873323,0.41313303114575334,-1.5868669897275698
08/04/2017,0.0,0.5259697870214097,0.5259697870214097
15/04/2017,0.0,0.39437087301895024,0.39437087301895024
22/04/2017,0.0,0.5786130117656104,0.5786130117656104
29/04/2017,0.0,0.11019589594681514,0.11019589594681514
06/05/2017,0.0,0.11019589594681514,0.11019589594681514
13/05/2017,0.0,0.11019589594681514,0.11019589594681514
20/05/2017,0.0,0.11019589594681514,0.11019589594681514
27/05/2017,1.0000000104366615,0.3791423547616694,-0.6208576556749921
03/06/2017,0.0,0.11019589594681514,0.11019589594681514
10/06/2017,2.000000020873323,0.11019589594681514,-1.8898041249265078
17/06/2017,0.0,0.2881007984492555,0.2881007984492555
24/06/2017,0.0,0.8778576782324166,0.8778576782324166
01/07/2017,0.0,0.38520712139598096,0.38520712139598096
08/07/2017,1.0000000104366615,0.2548546195047628,-0.7451453909318988
15/07/2017,0.0,0.11019589594681514,0.11019589594681514
22/07/2017,0.0,0.11019589594681514,0.11019589594681514
29/07/2017,0.0,0.11019589594681514,0.11019589594681514
05/08/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
12/08/2017,0.0,0.11019589594681514,0.11019589594681514
19/08/2017,0.0,0.11019589594681514,0.11019589594681514
26/08/2017,2.000000020873323,0.11019589594681514,-1.8898041249265078
02/09/2017,0.0,0.13094676715134176,0.13094676715134176
09/09/2017,0.0,0.11019589594681514,0.11019589594681514
16/09/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
23/09/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
30/09/2017,0.0,0.11019589594681514,0.11019589594681514
07/10/2017,0.0,0.11019589594681514,0.11019589594681514
14/10/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
21/10/2017,1.0000000104366615,0.11019589594681514,-0.8898041144898464
28/10/2017,0.0,0.11019589594681514,0.11019589594681514
04/11/2017,0.0,0.11019589594681514,0.11019589594681514
11/11/2017,0.0,0.11019589594681514,0.11019589594681514
18/11/2017,0.0,0.11019589594681514,0.11019589594681514
25/11/2017,0.0,0.11019589594681514,0.11019589594681514
02/12/2017,2.9999998996861277,0.11019589594681514,-2.8898040037393127
09/12/2017,0.0,0.11019589594681514,0.11019589594681514
16/12/2017,0.0,0.11019589594681514,0.11019589594681514
23/12/2017,0.0,0.11019589594681514,0.11019589594681514
