,Observed Cases,Predicted Cases,error
0,145.0,135.35341228039255,-9.646587719607453
1,145.0,135.45512422652033,-9.544875773479674
2,145.0,135.5510087907669,-9.4489912092331
3,145.0,135.64157903256162,-9.358420967438377
4,147.0,135.7272885377719,-11.272711462228102
5,3.0,137.68195441840214,134.68195441840214
6,7.0,2.8110878630254876,-4.188912136974512
7,67.0,6.562707669895697,-60.437292330104306
8,67.0,62.84627718608919,-4.153722813910811
9,65.0,62.876795198341284,-2.1232048016587157
10,65.0,61.02809931056584,-3.9719006894341575
11,65.0,61.055115395907244,-3.9448846040927563
12,1.0,61.08096517239158,60.08096517239158
13,69.0,0.9400655201867459,-68.05993447981325
14,69.0,64.88937639452325,-4.110623605476746
15,136.0,64.91359873332902,-71.08640126667098
16,137.0,127.99382217683326,-9.006177823166738
17,96.0,128.98001082569326,32.980010825693256
18,97.0,90.40789726889354,-6.592102731106465
19,91.0,91.37899597689417,0.3789959768941742
20,99.0,85.75295680287375,-13.247043197126246
21,124.0,93.31982020550127,-30.680179794498727
22,93.99999999999999,116.92046703908603,22.92046703908605
23,81.99999999999999,88.65639127923974,6.656391279239756
24,68.0,77.35890991269572,9.358909912695722
25,29.0,64.1675672021609,35.167567202160896
26,14.0,27.372044033282396,13.372044033282396
27,14.0,13.21725172335195,-0.78274827664805
28,14.0,13.220343632036075,-0.7796563679639252
29,16.0,13.223342264510343,-2.776657735489657
30,89.0,15.115717466152413,-73.88428253384758
31,89.0,84.09926665822529,-4.9007333417747105
32,89.0,84.11687637337602,-4.883123626623984
33,66.0,84.13400444617439,18.134004446174387
34,66.0,62.40317764198583,-3.5968223580141725
35,66.0,62.41511799113341,-3.584882008866593
36,77.0,62.426741726236315,-14.573258273763685
37,78.0,72.84465874200588,-5.155341257994124
38,107.99999999999999,73.80377207080537,-34.19622792919462
39,107.99999999999999,102.20860467985044,-5.791395320149547
40,109.0,102.22592816508406,-6.774071834915944
41,26.999999999999996,103.1895686592234,76.1895686592234
42,26.999999999999996,25.563547819360654,-1.4364521806393427
43,26.999999999999996,25.567490088015212,-1.4325099119847842
44,26.999999999999996,25.57133826094861,-1.4286617390513854
45,40.99999999999999,25.575092904013708,-15.424907095986285
46,40.99999999999999,38.8418914847441,-2.15810851525589
47,40.99999999999999,38.84734011011502,-2.1526598898849727
48,40.99999999999999,38.85266366628677,-2.14733633371322
49,40.99999999999999,38.85787104856175,-2.142128951438245
50,46.0,38.86295766903281,-7.137042330967191
51,34.0,43.607967824824,9.607967824824001
52,34.0,32.2359183430035,-1.7640816569965025
53,34.0,32.239861777995856,-1.7601382220041444
54,34.0,32.24371977747032,-1.756280222529682
55,34.0,32.247500285289476,-1.752499714710524
56,34.0,32.25119486276054,-1.748805137239458
57,86.0,32.254818751850024,-53.745181248149976
58,172.0,81.59532399572613,-90.40467600427387
59,22.0,163.21415706993844,141.21415706993844
60,22.0,20.87547773944456,-1.124522260555441
61,50.0,20.877636138050367,-29.122363861949633
62,50.0,47.45411491312581,-2.5458850868741933
63,50.0,47.458860719725294,-2.541139280274706
64,2.0,47.46351097826293,45.46351097826293
65,2.0,1.898696272624933,-0.10130372737506699
66,2.0,1.8988741209234796,-0.10112587907652038
67,20.0,1.899048741305099,-18.100951258694902
68,21.0,18.99220139587429,-2.0077986041257105
69,9.0,19.94358312510079,10.94358312510079
70,9.0,8.547981365939922,-0.45201863406007803
71,1.0,8.548711905431977,7.548711905431977
72,24.0,0.9499361687916512,-23.050063831208348
73,19.0,22.800343429881483,3.800343429881483
74,29.999999999999996,18.051723080671128,-11.948276919328869
75,1.0,28.50502311884496,27.50502311884496
76,3.0,0.9502370718597558,-2.049762928140244
77,56.0,2.850930446199138,-53.149069553800864
