Date,Observed,Predicted,error
02/01/2017,10.999999607634544,4.4449563262456655,-6.555043281388879
09/01/2017,10.999999607634544,4.4449563262456655,-6.555043281388879
16/01/2017,10.999999607634544,5.762141709536314,-5.23785789809823
23/01/2017,12.000000287204982,9.415858109551667,-2.584142177653314
30/01/2017,24.999999680452348,4.4449563262456655,-20.55504335420668
06/02/2017,24.999999680452348,14.469817784285546,-10.530181896166802
13/02/2017,27.00000103959322,23.738089977314473,-3.2619110622787453
20/02/2017,54.00000207918644,24.143921744101046,-29.85608033508539
27/02/2017,54.00000207918644,38.54630126316071,-15.45370081602573
06/03/2017,54.00000207918644,47.69983179068327,-6.300170288503168
13/03/2017,37.00000154118538,58.19105627935409,21.191054738168717
20/03/2017,37.00000154118538,40.637154984931946,3.63715344374657
27/03/2017,65.00000168682098,34.30574387049675,-30.69425781632423
03/04/2017,65.00000168682098,61.53518732937336,-3.4648143574476222
10/04/2017,66.99999989890576,71.55041643544673,4.550416536540979
17/04/2017,24.999999680452348,78.85511759078025,53.855117910327905
24/04/2017,24.999999680452348,38.138537203927044,13.138537523474696
01/05/2017,24.999999680452348,22.11350723478317,-2.8864924456691767
08/05/2017,27.00000103959322,18.01645874746084,-8.983542292132377
15/05/2017,32.999998822903635,27.217453175125122,-5.782545647778512
22/05/2017,32.999998822903635,33.09030359777212,0.09030477486848554
29/05/2017,32.999998822903635,37.835551230578425,4.83555240767479
05/06/2017,32.999998822903635,36.88223555476427,3.882236731860637
12/06/2017,32.999998822903635,36.5411167026186,3.5411178797149674
19/06/2017,32.999998822903635,36.22684223902941,3.2268434161257744
26/06/2017,-14.000000072817802,35.93424155081988,49.934241623637675
03/07/2017,-14.000000072817802,4.4449563262456655,18.444956399063468
10/07/2017,-14.000000072817802,4.4449563262456655,18.444956399063468
17/07/2017,-14.000000072817802,4.4449563262456655,18.444956399063468
24/07/2017,-14.000000072817802,4.4449563262456655,18.444956399063468
31/07/2017,-8.999999822021723,4.4449563262456655,13.444956148267387
07/08/2017,0.999999991151914,4.4449563262456655,3.4449563350937513
14/08/2017,3.0000000718012454,4.4449563262456655,1.44495625444442
21/08/2017,-7.000000036408901,4.4449563262456655,11.444956362654565
28/08/2017,-6.000000143602491,4.4449563262456655,10.444956469848156
04/09/2017,-21.000000109226704,4.4449563262456655,25.44495643547237
11/09/2017,-21.000000109226704,4.4449563262456655,25.44495643547237
18/09/2017,-21.000000109226704,4.4449563262456655,25.44495643547237
25/09/2017,0.999999991151914,4.4449563262456655,3.4449563350937513
02/10/2017,3.0000000718012454,4.4449563262456655,1.44495625444442
09/10/2017,3.999999964607656,6.58810231898427,2.5881023543766144
16/10/2017,1.999999982303828,4.4449563262456655,2.4449563439418376
23/10/2017,1.999999982303828,4.496679766822457,2.4966797845186295
30/10/2017,3.0000000718012454,4.4449563262456655,1.44495625444442
06/11/2017,3.0000000718012454,4.4449563262456655,1.44495625444442
13/11/2017,0.0,4.4449563262456655,4.4449563262456655
20/11/2017,9.999999714828133,4.4449563262456655,-5.555043388582468
27/11/2017,3.0000000718012454,4.4449563262456655,1.44495625444442
04/12/2017,3.0000000718012454,5.4444916348949075,2.444491563093662
11/12/2017,3.0000000718012454,4.4449563262456655,1.44495625444442
18/12/2017,8.999999822021723,4.4449563262456655,-4.555043495776057
25/12/2017,7.999999929215312,5.599736305825711,-2.400263623389601
