Date,Searches,WeekNumber,Cases
04/01/2016,50,1,3520
11/01/2016,64,2,3520
18/01/2016,70,3,3520
25/01/2016,89,4,3521
01/02/2016,79,5,4297
08/02/2016,66,6,4297
15/02/2016,74,7,4298
22/02/2016,63,8,4012
29/02/2016,77,9,4012
07/03/2016,86,10,4012
14/03/2016,73,11,3539
21/03/2016,100,12,3540
28/03/2016,75,13,3260
04/04/2016,81,14,3260
11/04/2016,74,15,3262
18/04/2016,72,16,1879
25/04/2016,63,17,1879
02/05/2016,54,18,1879
09/05/2016,44,19,1881
16/05/2016,76,20,979
23/05/2016,40,21,979
30/05/2016,48,22,979
06/06/2016,27,23,979
13/06/2016,29,24,979
20/06/2016,39,25,979
27/06/2016,40,26,-464
04/07/2016,28,27,-464
11/07/2016,39,28,-464
18/07/2016,40,29,-464
25/07/2016,36,30,-464
01/08/2016,38,31,-464
08/08/2016,29,32,1303
15/08/2016,35,33,2606
22/08/2016,16,34,76
29/08/2016,20,35,76
05/09/2016,27,36,66
12/09/2016,56,37,66
19/09/2016,23,38,66
26/09/2016,36,39,0
03/10/2016,14,40,33
10/10/2016,15,41,34
17/10/2016,43,42,102
24/10/2016,40,43,103
31/10/2016,24,44,63
07/11/2016,27,45,64
14/11/2016,43,46,79
21/11/2016,33,47,65
28/11/2016,26,48,62
05/12/2016,33,49,64
12/12/2016,37,50,60
19/12/2016,33,51,41
26/12/2016,51,52,22
02/01/2017,17,1,0
09/01/2017,41,2,0
16/01/2017,20,3,0
23/01/2017,15,4,1
30/01/2017,33,5,-1
06/02/2017,79,6,-1
13/02/2017,67,7,1
20/02/2017,29,8,131
27/02/2017,46,9,131
06/03/2017,17,10,132
13/03/2017,16,11,56
20/03/2017,20,12,57
27/03/2017,12,13,195
03/04/2017,13,14,195
10/04/2017,11,15,195
17/04/2017,17,16,0
24/04/2017,18,17,0
01/05/2017,13,18,0
08/05/2017,10,19,0
15/05/2017,9,20,61
22/05/2017,22,21,61
29/05/2017,20,22,61
05/06/2017,15,23,61
12/06/2017,5,24,61
19/06/2017,12,25,61
26/06/2017,16,26,0
03/07/2017,19,27,0
10/07/2017,14,28,0
17/07/2017,27,29,0
24/07/2017,6,30,0
31/07/2017,5,31,0
07/08/2017,26,32,0
14/08/2017,20,33,0
21/08/2017,6,34,0
28/08/2017,18,35,0
04/09/2017,9,36,250
11/09/2017,27,37,250
18/09/2017,19,38,250
25/09/2017,44,39,1
02/10/2017,19,40,0
09/10/2017,13,41,0
16/10/2017,33,42,0
23/10/2017,18,43,0
30/10/2017,10,44,0
06/11/2017,41,45,1
13/11/2017,16,46,0
20/11/2017,33,47,0
27/11/2017,22,48,0
04/12/2017,18,49,0
11/12/2017,20,50,0
18/12/2017,19,51,0
25/12/2017,23,52,0
