Date,Searches,WeekNumber,Cases
04/01/2016,14,1,28
11/01/2016,19,2,28
18/01/2016,23,3,28
25/01/2016,52,4,29
01/02/2016,40,5,143
08/02/2016,30,6,143
15/02/2016,65,7,144
22/02/2016,70,8,261
29/02/2016,56,9,261
07/03/2016,67,10,263
14/03/2016,100,11,332
21/03/2016,89,12,332
28/03/2016,92,13,347
04/04/2016,87,14,347
11/04/2016,91,15,347
18/04/2016,100,16,228
25/04/2016,100,17,228
02/05/2016,100,18,228
09/05/2016,64,19,229
16/05/2016,100,20,73
23/05/2016,56,21,73
30/05/2016,44,22,73
06/06/2016,47,23,73
13/06/2016,34,24,73
20/06/2016,44,25,78
27/06/2016,52,26,-15
04/07/2016,39,27,-15
11/07/2016,54,28,-15
18/07/2016,36,29,-15
25/07/2016,15,30,-15
01/08/2016,50,31,-15
08/08/2016,33,32,66
15/08/2016,31,33,133
22/08/2016,20,34,5
29/08/2016,17,35,5
05/09/2016,0,36,4
12/09/2016,48,37,4
19/09/2016,45,38,4
26/09/2016,30,39,0
03/10/2016,10,40,11
10/10/2016,45,41,11
17/10/2016,24,42,10
24/10/2016,76,43,10
31/10/2016,12,44,6
07/11/2016,38,45,6
14/11/2016,75,46,11
21/11/2016,49,47,1
28/11/2016,17,48,3
05/12/2016,53,49,6
12/12/2016,25,50,2
19/12/2016,10,51,8
26/12/2016,28,52,3
02/01/2017,33,1,0
09/01/2017,42,2,0
16/01/2017,28,3,0
23/01/2017,28,4,1
30/01/2017,0,5,18
06/02/2017,77,6,18
13/02/2017,46,7,19
20/02/2017,9,8,16
27/02/2017,36,9,16
06/03/2017,18,10,16
13/03/2017,9,11,13
20/03/2017,9,12,14
27/03/2017,11,13,45
03/04/2017,32,14,45
10/04/2017,13,15,46
17/04/2017,13,16,7
24/04/2017,15,17,7
01/05/2017,33,18,7
08/05/2017,9,19,9
15/05/2017,11,20,17
22/05/2017,17,21,17
29/05/2017,9,22,17
05/06/2017,13,23,17
12/06/2017,6,24,17
19/06/2017,12,25,20
26/06/2017,22,26,10
03/07/2017,22,27,10
10/07/2017,29,28,10
17/07/2017,20,29,10
24/07/2017,4,30,10
31/07/2017,11,31,11
07/08/2017,42,32,6
14/08/2017,34,33,12
21/08/2017,4,34,-18
28/08/2017,11,35,-17
04/09/2017,6,36,8
11/09/2017,67,37,8
18/09/2017,22,38,8
25/09/2017,26,39,2
02/10/2017,10,40,4
09/10/2017,0,41,4
16/10/2017,15,42,15
23/10/2017,47,43,15
30/10/2017,32,44,-2
06/11/2017,54,45,-1
13/11/2017,26,46,9
20/11/2017,0,47,0
27/11/2017,22,48,0
04/12/2017,29,49,0
11/12/2017,21,50,0
18/12/2017,22,51,0
25/12/2017,61,52,0
