Date,Searches,WeekNumber,Cases
04/01/2016,14,1,3520
11/01/2016,19,2,3520
18/01/2016,26,3,3520
25/01/2016,48,4,3521
01/02/2016,50,5,4297
08/02/2016,40,6,4297
15/02/2016,49,7,4298
22/02/2016,37,8,4012
29/02/2016,47,9,4012
07/03/2016,47,10,4012
14/03/2016,41,11,3539
21/03/2016,49,12,3540
28/03/2016,37,13,3260
04/04/2016,34,14,3260
11/04/2016,28,15,3262
18/04/2016,27,16,1879
25/04/2016,20,17,1879
02/05/2016,22,18,1879
09/05/2016,15,19,1881
16/05/2016,33,20,979
23/05/2016,16,21,979
30/05/2016,18,22,979
06/06/2016,14,23,979
13/06/2016,12,24,979
20/06/2016,17,25,979
27/06/2016,20,26,-464
04/07/2016,17,27,-464
11/07/2016,19,28,-464
18/07/2016,23,29,-464
25/07/2016,21,30,-464
01/08/2016,31,31,-464
08/08/2016,20,32,1303
15/08/2016,22,33,2606
22/08/2016,20,34,76
29/08/2016,19,35,76
05/09/2016,19,36,66
12/09/2016,34,37,66
19/09/2016,21,38,66
26/09/2016,21,39,0
03/10/2016,10,40,33
10/10/2016,20,41,34
17/10/2016,33,42,102
24/10/2016,30,43,103
31/10/2016,16,44,63
07/11/2016,17,45,64
14/11/2016,54,46,79
21/11/2016,25,47,65
28/11/2016,18,48,62
05/12/2016,16,49,64
12/12/2016,22,50,60
19/12/2016,27,51,41
26/12/2016,26,52,22
02/01/2017,15,1,6
09/01/2017,31,2,6
16/01/2017,19,3,6
23/01/2017,12,4,6
30/01/2017,26,5,30
06/02/2017,31,6,30
13/02/2017,34,7,30
20/02/2017,23,8,34
27/02/2017,29,9,34
06/03/2017,9,10,35
13/03/2017,6,11,25
20/03/2017,10,12,25
27/03/2017,8,13,25
03/04/2017,11,14,25
10/04/2017,9,15,27
17/04/2017,8,16,3
24/04/2017,11,17,3
01/05/2017,11,18,3
08/05/2017,5,19,3
15/05/2017,7,20,5
22/05/2017,10,21,5
29/05/2017,14,22,5
05/06/2017,8,23,5
12/06/2017,3,24,5
19/06/2017,7,25,6
26/06/2017,16,26,-10
03/07/2017,10,27,-10
10/07/2017,19,28,-10
17/07/2017,28,29,-10
24/07/2017,5,30,-10
31/07/2017,4,31,-10
07/08/2017,19,32,4
14/08/2017,12,33,8
21/08/2017,6,34,-3
28/08/2017,9,35,-2
04/09/2017,5,36,-5
11/09/2017,28,37,-5
18/09/2017,21,38,-5
25/09/2017,53,39,1
02/10/2017,19,40,0
09/10/2017,18,41,0
16/10/2017,21,42,16
23/10/2017,23,43,17
30/10/2017,21,44,3
06/11/2017,27,45,3
13/11/2017,12,46,17
20/11/2017,26,47,11
27/11/2017,13,48,9
04/12/2017,18,49,4
11/12/2017,17,50,-4
18/12/2017,14,51,1
25/12/2017,29,52,15
