Date,Searches,Observed,Pure-LSTM-Prediction,Pure-LSTMError,Naive-Prediction,NaiveError
31/01/2016,55,226.0,10.39410204961896,-215.60589795038103,178.99999999999997,-47.00000000000003
07/02/2016,70,270.99999999999994,11.034491512942314,-259.9655084870576,226.0,-44.99999999999994
14/02/2016,38,273.99999999999994,11.048657442763448,-262.9513425572365,270.99999999999994,-3.0
21/02/2016,43,263.0,11.796307970407605,-251.2036920295924,273.99999999999994,10.999999999999943
28/02/2016,27,312.0,11.80211512939334,-300.1978848706067,263.0,-49.0
06/03/2016,23,360.99999999999994,11.803344866254927,-349.196655133745,312.0,-48.99999999999994
13/03/2016,53,181.99999999999997,11.80379450031221,-170.19620549968775,360.99999999999994,178.99999999999997
20/03/2016,21,443.0,11.810000924512744,-431.18999907548726,181.99999999999997,-261.0
27/03/2016,36,468.99999999999994,11.814226993247866,-457.1857730067521,443.0,-25.999999999999943
03/04/2016,37,541.0,11.80681908787787,-529.1931809121221,468.99999999999994,-72.00000000000006
10/04/2016,54,468.99999999999994,11.817166813737154,-457.18283318626277,541.0,72.00000000000006
17/04/2016,36,549.0,11.835460531625152,-537.1645394683749,468.99999999999994,-80.00000000000006
24/04/2016,83,488.0,11.836292231780291,-476.1637077682197,549.0,61.0
01/05/2016,30,541.0,11.837638676935434,-529.1623613230646,488.0,-53.0
08/05/2016,56,549.0,11.836492478641867,-537.1635075213582,541.0,-8.0
15/05/2016,39,553.9999999999999,11.83643596725762,-542.1635640327422,549.0,-4.999999999999886
22/05/2016,27,405.99999999999994,11.835447018033266,-394.16455298196666,553.9999999999999,147.99999999999994
29/05/2016,23,464.0,11.84064975090921,-452.1593502490908,405.99999999999994,-58.00000000000006
05/06/2016,50,483.0,11.840768916219472,-471.1592310837805,464.0,-19.0
12/06/2016,41,278.0,11.834429813116788,-266.1655701868832,483.0,205.0
19/06/2016,16,281.0,11.833759047555924,-269.16624095244407,278.0,-3.0
26/06/2016,42,246.0,11.834822935789823,-234.16517706421018,281.0,35.0
03/07/2016,4,166.99999999999997,11.814203651589155,-155.1857963484108,246.0,79.00000000000003
10/07/2016,15,204.0,11.80387803888023,-192.19612196111976,166.99999999999997,-37.00000000000003
17/07/2016,69,162.0,11.799293245705963,-150.20070675429403,204.0,42.0
24/07/2016,100,138.0,11.793868152818083,-126.20613184718192,162.0,24.0
31/07/2016,16,90.0,11.790073290514947,-78.20992670948505,138.0,48.0
07/08/2016,55,61.0,11.789570830598473,-49.21042916940153,90.0,29.0
14/08/2016,39,77.0,11.781009355884791,-65.21899064411521,61.0,-16.0
21/08/2016,71,61.99999999999999,11.772419625478983,-50.22758037452101,77.0,15.000000000000007
28/08/2016,100,77.0,11.725181022280454,-65.27481897771955,61.99999999999999,-15.000000000000007
04/09/2016,0,74.0,11.611497316288949,-62.38850268371105,77.0,3.0
11/09/2016,48,46.99999999999999,11.68227168251872,-35.31772831748127,74.0,27.000000000000007
18/09/2016,56,45.0,11.616757789057493,-33.383242210942505,46.99999999999999,1.999999999999993
25/09/2016,46,46.0,11.681066515824199,-34.3189334841758,45.0,-1.0
02/10/2016,23,27.999999999999996,11.669573820179702,-16.330426179820293,46.0,18.000000000000004
09/10/2016,52,17.0,11.516683498603106,-5.483316501396894,27.999999999999996,10.999999999999996
16/10/2016,57,-87.0,11.498769389796257,98.49876938979625,17.0,104.0
23/10/2016,33,36.0,11.485825825786591,-24.51417417421341,-87.0,-123.0
30/10/2016,18,29.0,10.417790147686004,-18.582209852313994,36.0,7.0
06/11/2016,72,30.0,3.2612778204090893,-26.738722179590912,29.0,-1.0
13/11/2016,50,5.0,2.433542368853092,-2.566457631146908,30.0,25.0
20/11/2016,0,15.0,11.382177804532647,-3.617822195467353,5.0,-10.0
27/11/2016,74,10.0,11.245364971774816,1.2453649717748156,15.0,5.0
04/12/2016,0,12.0,11.056700486952067,-0.9432995130479327,10.0,-2.0
11/12/2016,51,32.0,9.477307420630753,-22.52269257936925,12.0,-20.0
18/12/2016,48,13.999999999999998,10.356165711671114,-3.6438342883288843,32.0,18.0
25/12/2016,8,20.0,10.205001444330811,-9.794998555669189,13.999999999999998,-6.000000000000002
01/01/2017,0,2.0,10.726885306376218,8.726885306376218,20.0,18.0
08/01/2017,0,5.0,11.206028134304285,6.206028134304285,2.0,-3.0
15/01/2017,0,6.0,10.546643474823236,4.546643474823236,5.0,-1.0
22/01/2017,9,13.0,10.393291234105826,-2.606708765894174,6.0,-7.0
29/01/2017,14,6.0,7.000063938382268,1.0000639383822678,13.0,7.0
05/02/2017,0,5.0,8.556550852203369,3.556550852203369,6.0,1.0
12/02/2017,40,9.0,9.32565297845751,0.3256529784575104,5.0,-4.0
19/02/2017,34,8.0,9.83525974227488,1.8352597422748804,9.0,1.0
26/02/2017,9,10.0,8.42938918106854,-1.5706108189314598,8.0,-2.0
05/03/2017,38,5.0,8.750413770122826,3.750413770122826,10.0,5.0
12/03/2017,29,4.0,9.528222335076332,5.528222335076332,5.0,1.0
19/03/2017,0,5.0,9.348802375611664,4.348802375611664,4.0,-1.0
26/03/2017,0,5.0,9.12029122235179,4.12029122235179,5.0,0.0
02/04/2017,48,0.0,7.503662682098151,7.503662682098151,5.0,5.0
09/04/2017,0,8.0,7.198372213777899,-0.8016277862221006,0.0,-8.0
16/04/2017,18,5.0,7.304713125342131,2.304713125342131,8.0,3.0
23/04/2017,10,3.0,6.962997998602688,3.962997998602688,5.0,2.0
30/04/2017,26,4.0,6.485784543043375,2.4857845430433754,3.0,-1.0
