Date,Searches,WeekNumber,Cases,Week1-Prediction,Week2-Prediction,Week3-Prediction,Week4-Prediction,Naive-1Week,Naive-2Week,Naive-3Week,Naive-4Week,Week1-Error,Week2-Error,Week3-Error,Week4-Error
20/02/2016,0.29,8,2.0,6.254934676523655,2.359677740984857,3.489281313567981,5.435501406070441,1,1,1,0,4.254934676523655,0.35967774098485705,1.489281313567981,3.4355014060704407
27/02/2016,0.48,9,2.0,0.5451891735205054,-0.3752929163539037,0.9483417270123213,-1.3244903300587834,2,1,1,1,-1.4548108264794946,-2.375292916353904,-1.0516582729876787,-3.3244903300587834
05/03/2016,0.46,10,0.0,2.753012997499108,-0.12252193540703506,1.108868076690361,0.511707749838084,2,2,1,1,2.753012997499108,-0.12252193540703506,1.108868076690361,0.511707749838084
12/03/2016,0.82,11,2.0,2.292539044147432,-3.545032704064846,2.8155640764342995,3.0016457243905963,0,2,2,1,0.29253904414743204,-5.545032704064846,0.8155640764342995,1.0016457243905963
19/03/2016,0.27,12,0.0,11.684459306508005,-2.002507586967759,0.3966735007684678,2.9207844507466256,2,0,2,2,11.684459306508005,-2.002507586967759,0.3966735007684678,2.9207844507466256
26/03/2016,0.38,13,0.0,4.094649704125524,5.286820677002073,0.7574313262482733,8.176301815647333,0,2,0,2,4.094649704125524,5.286820677002073,0.7574313262482733,8.176301815647333
02/04/2016,0.18,14,2.0,7.207035844131708,5.060895171377063,4.0829133313169335,12.044056736066937,0,0,2,0,5.207035844131708,3.060895171377063,2.0829133313169335,10.044056736066937
09/04/2016,0.33,15,2.0,2.3882959264090657,4.449682418333292,3.815212519549653,7.034956605301351,2,0,0,2,0.38829592640906574,2.4496824183332917,1.815212519549653,5.034956605301351
16/04/2016,0.23,16,1.0,2.34669436375767,-0.09688160811733454,4.230623729313537,9.256394021533131,2,2,0,0,1.34669436375767,-1.0968816081173345,3.230623729313537,8.256394021533131
23/04/2016,0.07,17,1.0,1.5397474588486553,3.402196600730419,0.9102666307302565,5.276463985459656,1,2,2,0,0.5397474588486553,2.402196600730419,-0.08973336926974351,4.276463985459656
30/04/2016,0.31,18,1.0,0.6390970038428903,2.8246311174285412,3.8110331988509745,9.291178521397114,1,1,2,2,-0.36090299615710975,1.8246311174285412,2.8110331988509745,8.291178521397114
07/05/2016,0.3,19,6.999999999999999,2.2268998062857985,1.921802945713289,3.2056097895213216,5.142460369406789,1,1,1,2,-4.773100193714201,-5.07819705428671,-3.7943902104786775,-1.8575396305932097
