Date,Searches,Observed,NN-Prediction,NNError,Naive-Prediction,NaiveError
01/02/2016,66,699.7290931,574.0636175775909,-125.66547552240911,490.03745589999994,-209.69163720000006
08/02/2016,43,922.8360425000002,772.721005358429,-150.11503714157118,699.7290931,-223.1069494000002
15/02/2016,68,1226.434864,989.1953631474304,-237.23950085256968,922.8360425000002,-303.5988214999999
22/02/2016,67,1543.448998,1295.3989873612977,-248.05001063870236,1226.434864,-317.014134
29/02/2016,76,1775.975422,1629.706275748825,-146.26914625117502,1543.448998,-232.5264239999999
07/03/2016,82,1501.5755800000002,1859.9949510064698,358.41937100646965,1775.975422,274.3998419999998
14/03/2016,74,1142.688028,1510.1944788370513,367.50645083705126,1501.5755800000002,358.88755200000014
21/03/2016,75,894.3119719,981.3355779425812,87.02360604258115,1142.688028,248.37605610000003
28/03/2016,51,756.4474115999999,650.9953929488373,-105.45201865116258,894.3119719,137.8645603000001
04/04/2016,57,625.9441231000001,553.5245699227905,-72.41955317720954,756.4474115999999,130.50328849999983
11/04/2016,51,539.6084654,480.66448091373445,-58.94398448626555,625.9441231000001,86.33565770000007
18/04/2016,45,460.6340793999999,422.1523493825531,-38.48173001744681,539.6084654,78.9743860000001
25/04/2016,37,381.6596935,362.11789869689943,-19.541794803100572,460.6340793999999,78.9743858999999
02/05/2016,33,298.012807,295.2397087515068,-2.773098248493227,381.6596935,83.6468865
09/05/2016,26,209.69341999999997,215.43691186239244,5.74349186239246,298.012807,88.31938700000003
16/05/2016,46,121.37403300000001,128.67686769402505,7.302834694025037,209.69341999999997,88.31938699999996
23/05/2016,22,33.05464594,50.18594317073583,17.131297230735832,121.37403300000001,88.31938706000001
30/05/2016,27,-55.26474109,8.54583399408102,63.81057508408102,33.05464594,88.31938703
06/06/2016,19,-78.74561617,1.5719397714994847,80.31755594149949,-55.26474109,23.480875080000004
13/06/2016,21,-37.387979269999995,1.5719397714994847,38.95991904149948,-78.74561617,-41.35763690000001
20/06/2016,28,3.96965762,1.5719397714994847,-2.3977178485005153,-37.387979269999995,-41.357636889999995
27/06/2016,19,45.32729451,16.369915847444535,-28.957378662555467,3.96965762,-41.35763689
04/07/2016,26,86.68493141,54.979586232290266,-31.705345177709738,45.32729451,-41.3576369
11/07/2016,27,128.0425683,90.99842379820824,-37.04414450179176,86.68493141,-41.357636889999995
18/07/2016,21,106.5859474,127.37401164393425,20.788064243934258,128.0425683,21.456620900000004
25/07/2016,20,22.315068589999996,97.6876488974142,75.37258030741421,106.5859474,84.27087881
01/08/2016,34,-61.95581017,1.5719397714994847,63.527749941499486,22.315068589999996,84.27087875999999
08/08/2016,20,-146.2266889,1.5719397714994847,147.79862867149947,-61.95581017,84.27087872999999
15/08/2016,16,-132.77331109999997,1.5719397714994847,134.34525087149945,-146.2266889,-13.453377800000027
22/08/2016,16,-21.595676540000003,1.5719397714994847,23.167616311499486,-132.77331109999997,-111.17763455999997
29/08/2016,16,27.595676540000003,7.258588129023909,-20.337088410976094,-21.595676540000003,-49.191353080000006
05/09/2016,15,14.8007482,62.15014726830006,47.34939906830006,27.595676540000003,12.794928340000004
12/09/2016,40,2.005819857,34.06059764126062,32.05477778426062,14.8007482,12.794928342999999
