,Predicted,Observed,error
0,-605.1396826789043,6.000000000000001,-611.1396826789043
1,444.8477997656075,6.000000000000001,438.8477997656075
2,140.14211226503102,6.000000000000001,134.14211226503102
3,680.6716990772827,6.000000000000001,674.6716990772827
4,663.4439414469042,30.0,633.4439414469042
5,348.74915254993266,30.0,318.74915254993266
6,956.7449062284091,30.0,926.7449062284091
7,491.0420289081571,34.00000000000001,457.0420289081571
8,709.57723621584,34.00000000000001,675.57723621584
9,455.6357963447068,35.0,420.6357963447068
10,1732.8508285182077,25.000000000000004,1707.8508285182077
11,-262.07780620765374,25.000000000000004,-287.07780620765374
12,-124.04119627724897,25.000000000000004,-149.04119627724899
13,-227.50037900986138,25.000000000000004,-252.50037900986138
14,175.03926656811387,27.0,148.03926656811387
15,554.5859704395757,3.0000000000000004,551.5859704395757
16,-296.3821345205149,3.0000000000000004,-299.3821345205149
17,-198.59482334626102,3.0000000000000004,-201.59482334626102
18,128.2426339869033,3.0000000000000004,125.24263398690329
19,-428.47377293355265,5.000000000000001,-433.47377293355265
20,-330.6864614290061,5.000000000000001,-335.6864614290061
21,-192.6498511491301,5.000000000000001,-197.6498511491301
22,464.3713686504376,5.000000000000001,459.3713686504376
23,76.6495934544212,5.000000000000001,71.6495934544212
24,853.8785816510923,6.000000000000001,847.8785816510923
25,-543.2766847814557,-10.000000000000002,-533.2766847814557
26,-203.99357524079116,-10.000000000000002,-193.99357524079116
27,364.33968396503917,-10.000000000000002,374.33968396503917
28,210.11627197033977,-10.000000000000002,220.11627197033977
29,-738.5781791579122,-10.000000000000002,-728.5781791579122
30,-801.7880571937147,-10.000000000000002,-791.7880571937147
31,-290.99281586327544,4.0,-294.99281586327544
32,-525.7148252556935,8.0,-533.7148252556935
33,-790.1711970534392,-3.0000000000000004,-787.1711970534392
34,-692.3838798599728,-2.0,-690.3838798599728
35,165.8838370749758,-5.000000000000001,170.8838370749758
36,193.14736225697087,-5.000000000000001,198.14736225697087
37,-278.2740319516836,-5.000000000000001,-273.2740319516836
38,986.7429497690224,1.0,985.7429497690224
39,-381.67224179978365,0.0,-381.67224179978365
40,65.85215477151868,0.0,65.85215477151868
41,-370.11634850194764,16.0,-386.11634850194764
42,-312.5783300852821,17.000000000000004,-329.5783300852821
43,-416.03750678024164,3.0000000000000004,-419.03750678024164
44,-931.1672715811865,3.0000000000000004,-934.1672715811865
45,-53.74714876170415,17.000000000000004,-70.74714876170415
46,-824.2023540456335,11.000000000000002,-835.2023540456335
47,-283.6727503092567,9.000000000000002,-292.6727503092567
48,-829.8742135449168,4.0,-833.8742135449168
49,-829.8132466992623,-4.0,-825.8132466992623
50,-858.5066521814424,1.0,-859.5066521814424
51,-277.72774966635967,15.0,-292.72774966635967
